t, x, y, z, angX, angY, angZ, qx, qy, qz, qw
0, 2.61927, 0.880232, 0.14492, 0.0355069, 0.000750802, -0.217058, 0.0176074, 0.00229602, -0.108292, 0.99396
0.00492692, 2.61924, 0.880182, 0.144912, 0.0347404, 0.000985466, -0.216997, 0.0172138, 0.00237061, -0.108261, 0.993971
0.00996399, 2.61928, 0.880224, 0.144938, 0.0352278, 0.000897568, -0.217027, 0.0174608, 0.00235357, -0.108276, 0.993965
0.0149977, 2.61926, 0.880198, 0.14494, 0.0345423, 0.00105537, -0.216903, 0.0171117, 0.00239383, -0.108214, 0.993977
0.0200078, 2.61927, 0.880236, 0.144941, 0.0354045, 0.000585537, -0.216723, 0.0175658, 0.00220539, -0.108127, 0.993979
0.0249414, 2.61929, 0.880258, 0.144935, 0.0363961, 0.000344583, -0.217142, 0.0180712, 0.00214304, -0.108337, 0.993948
0.0300524, 2.61928, 0.880189, 0.144939, 0.0350773, 0.000753871, -0.216698, 0.0173942, 0.00227115, -0.108114, 0.993984
0.0349634, 2.61926, 0.880229, 0.144955, 0.0356215, 0.000864264, -0.21709, 0.0176582, 0.00235889, -0.108307, 0.993958
0.0399168, 2.61927, 0.880193, 0.144928, 0.0355471, 0.000652648, -0.2169, 0.0176329, 0.00224802, -0.108215, 0.993969
0.0449615, 2.61926, 0.880203, 0.144935, 0.0348632, 0.000887882, -0.216857, 0.0172803, 0.00232755, -0.108192, 0.993977
0.0500126, 2.6193, 0.880199, 0.144927, 0.0357618, 0.000665572, -0.217189, 0.0177386, 0.00226862, -0.108358, 0.993951
0.0549123, 2.61925, 0.880178, 0.144909, 0.0346855, 0.00102159, -0.216798, 0.0171848, 0.00238388, -0.108162, 0.993982
0.0599535, 2.61924, 0.880159, 0.144919, 0.035161, 0.000772722, -0.216546, 0.0174349, 0.00228372, -0.108038, 0.993991
0.0649095, 2.61925, 0.880194, 0.144942, 0.0353127, 0.00084825, -0.216874, 0.0175058, 0.00233232, -0.1082, 0.993972
0.0699093, 2.61927, 0.880222, 0.144963, 0.0352767, 0.000865236, -0.217041, 0.0174868, 0.00234027, -0.108283, 0.993964
0.074966, 2.61925, 0.880181, 0.144921, 0.0345541, 0.000934607, -0.216796, 0.0171242, 0.00233353, -0.108162, 0.993983
0.0799975, 2.61926, 0.880238, 0.144956, 0.035094, 0.000983898, -0.217079, 0.0173896, 0.00238968, -0.108301, 0.993963
0.0849247, 2.61925, 0.880213, 0.144912, 0.034615, 0.0010748, -0.217119, 0.0171465, 0.00240927, -0.108321, 0.993965
0.0898757, 2.61926, 0.880197, 0.144912, 0.0351195, 0.000601683, -0.216777, 0.0174233, 0.00219848, -0.108154, 0.993979
0.0950997, 2.61925, 0.880145, 0.144884, 0.0348111, 0.000815976, -0.216765, 0.0172584, 0.0022882, -0.108147, 0.993982
0.100074, 2.61924, 0.880209, 0.144928, 0.0351846, 0.000959822, -0.2171, 0.0174359, 0.00238281, -0.108312, 0.993961
0.10488, 2.61923, 0.880193, 0.144938, 0.0357192, 0.000745641, -0.216954, 0.0177133, 0.00230403, -0.108241, 0.993964
0.110016, 2.61926, 0.880171, 0.144922, 0.0347782, 0.000951775, -0.216895, 0.0172346, 0.00235504, -0.108211, 0.993976
0.114995, 2.61927, 0.880166, 0.14489, 0.0350528, 0.000675877, -0.216854, 0.017386, 0.00223241, -0.108192, 0.993975
0.119921, 2.61926, 0.880216, 0.144911, 0.0353505, 0.00076676, -0.217102, 0.0175287, 0.00229586, -0.108314, 0.99396
0.124996, 2.61925, 0.880168, 0.144908, 0.0347435, 0.000856412, -0.216768, 0.0172226, 0.00230467, -0.108148, 0.993983
0.129988, 2.61925, 0.880231, 0.144955, 0.0355954, 0.000765687, -0.217221, 0.0176504, 0.00230965, -0.108373, 0.993951
0.134954, 2.61927, 0.880246, 0.144948, 0.0356208, 0.000835469, -0.217027, 0.0176595, 0.00234399, -0.108276, 0.993961
0.139908, 2.61927, 0.880249, 0.144919, 0.0356915, 0.000639482, -0.217021, 0.0177052, 0.00225036, -0.108275, 0.993961
0.144893, 2.61926, 0.880221, 0.144928, 0.0357381, 0.000623574, -0.216953, 0.0177293, 0.00224437, -0.108241, 0.993964
0.149917, 2.61924, 0.880212, 0.144933, 0.0350533, 0.00095417, -0.217022, 0.017371, 0.00237221, -0.108273, 0.993967
0.154918, 2.61924, 0.880207, 0.144921, 0.0354397, 0.000727358, -0.216963, 0.0175754, 0.00227989, -0.108245, 0.993966
0.160036, 2.61924, 0.880182, 0.144917, 0.0348541, 0.00104117, -0.216877, 0.0172675, 0.00240342, -0.108201, 0.993976
0.164951, 2.61926, 0.880188, 0.144907, 0.0353913, 0.000713345, -0.216996, 0.0175521, 0.0022706, -0.108262, 0.993965
0.169868, 2.61926, 0.880189, 0.144915, 0.0353741, 0.000785492, -0.217022, 0.0175396, 0.00230575, -0.108275, 0.993964
0.175022, 2.61923, 0.880209, 0.144936, 0.0356225, 0.000796144, -0.217003, 0.0176625, 0.00232433, -0.108265, 0.993962
0.179907, 2.61926, 0.880222, 0.14495, 0.0356093, 0.000790279, -0.217019, 0.0176562, 0.00232084, -0.108273, 0.993962
0.184903, 2.61925, 0.880201, 0.144928, 0.0350055, 0.000908473, -0.217051, 0.0173497, 0.00234717, -0.108288, 0.993965
0.189979, 2.61925, 0.880209, 0.144906, 0.03526, 0.00065199, -0.21691, 0.0174902, 0.00223225, -0.10822, 0.993971
0.194978, 2.61928, 0.880257, 0.144938, 0.0353678, 0.00087976, -0.217143, 0.0175312, 0.00235332, -0.108334, 0.993957
0.199936, 2.61923, 0.880225, 0.144942, 0.034355, 0.00122614, -0.216914, 0.0170094, 0.00246866, -0.108218, 0.993979
0.2049, 2.61928, 0.880235, 0.144915, 0.0353935, 0.000722277, -0.217117, 0.0175525, 0.00227622, -0.108322, 0.993958
0.209924, 2.61926, 0.880179, 0.14492, 0.0355903, 0.000602658, -0.21681, 0.0176572, 0.00222472, -0.10817, 0.993973
0.21492, 2.61925, 0.880132, 0.144887, 0.0349178, 0.000827875, -0.216719, 0.0173109, 0.00229949, -0.108124, 0.993984
0.219946, 2.61929, 0.880203, 0.144923, 0.034787, 0.000908025, -0.217104, 0.0172411, 0.00233557, -0.108315, 0.993964
0.224918, 2.61926, 0.880152, 0.144928, 0.0351488, 0.000802692, -0.21687, 0.0174269, 0.00230078, -0.108199, 0.993974
0.229892, 2.61928, 0.880208, 0.144939, 0.0354414, 0.000776276, -0.217017, 0.0175736, 0.00230477, -0.108272, 0.993963
