t, x, y, z, angX, angY, angZ, qx, qy, qz, qw
0, 0.654956, 0.991955, 0.145325, 0.0256725, -0.00499963, -0.454876, 0.0130689, 0.000459023, -0.225494, 0.974157
0.00499964, 0.654942, 0.991945, 0.145312, 0.0271663, -0.00598022, -0.454855, 0.013907, 0.00014967, -0.22549, 0.974146
0.0100584, 0.65491, 0.99192, 0.145293, 0.0260489, -0.00527058, -0.454736, 0.0132828, 0.000368559, -0.225427, 0.974169
0.0150125, 0.654879, 0.991897, 0.145324, 0.0259062, -0.0049171, -0.455102, 0.0131734, 0.000527051, -0.225604, 0.97413
0.0200539, 0.654899, 0.991878, 0.145268, 0.027672, -0.00611037, -0.455209, 0.014168, 0.000145805, -0.225663, 0.974102
0.025054, 0.654903, 0.991946, 0.145322, 0.026891, -0.00582611, -0.455011, 0.0137555, 0.000194764, -0.225565, 0.974131
0.0299909, 0.654959, 0.991987, 0.145349, 0.0264762, -0.00550439, -0.455087, 0.0135172, 0.000305198, -0.2256, 0.974126
0.0350032, 0.654926, 0.991919, 0.14531, 0.0259587, -0.0052827, -0.454785, 0.0132402, 0.00035281, -0.225451, 0.974164
0.0400774, 0.65494, 0.991957, 0.145351, 0.0268764, -0.00598959, -0.454791, 0.0137669, 0.00011198, -0.225459, 0.974155
0.0450184, 0.65494, 0.991889, 0.145303, 0.0265294, -0.00563583, -0.454881, 0.013558, 0.000245786, -0.2255, 0.974149
0.0500305, 0.654964, 0.991925, 0.145317, 0.0270544, -0.00576174, -0.455031, 0.0138279, 0.000244686, -0.225574, 0.974128
0.0550754, 0.654942, 0.991889, 0.145286, 0.0267786, -0.00596463, -0.45475, 0.0137164, 0.000112832, -0.225439, 0.974161
0.0600014, 0.654951, 0.991918, 0.145338, 0.0271756, -0.00569626, -0.455455, 0.0138795, 0.000293202, -0.22578, 0.974079
0.0650289, 0.654941, 0.991799, 0.145229, 0.0260588, -0.00541498, -0.45474, 0.0133039, 0.000299353, -0.22543, 0.974168
0.070066, 0.654958, 0.991891, 0.145278, 0.0278298, -0.00655021, -0.454855, 0.0142945, -5.31512e-05, -0.225493, 0.97414
0.0749943, 0.654889, 0.991826, 0.145255, 0.0251574, -0.00485757, -0.454729, 0.0128021, 0.000469206, -0.225422, 0.974177
0.0800335, 0.654913, 0.991885, 0.145275, 0.026989, -0.00599534, -0.454787, 0.0138224, 0.000121847, -0.225457, 0.974155
0.0850902, 0.654916, 0.991875, 0.145273, 0.0254079, -0.00507924, -0.454669, 0.0129491, 0.000389075, -0.225394, 0.974182
0.090039, 0.654943, 0.991927, 0.145321, 0.0264062, -0.00567753, -0.454779, 0.0135027, 0.000210892, -0.225451, 0.974161
0.0950248, 0.654904, 0.991873, 0.145318, 0.0262194, -0.00528873, -0.454848, 0.0133679, 0.000379682, -0.225482, 0.974155
0.099998, 0.65492, 0.991905, 0.145296, 0.0257892, -0.00517389, -0.454572, 0.0131455, 0.000385306, -0.225347, 0.97419
0.105021, 0.654937, 0.99186, 0.145293, 0.0259629, -0.00535575, -0.454605, 0.0132506, 0.000316508, -0.225364, 0.974184
0.110023, 0.65494, 0.99189, 0.145291, 0.0264428, -0.00558438, -0.454607, 0.0135101, 0.000259234, -0.225366, 0.97418
0.115035, 0.654931, 0.99184, 0.145251, 0.0264193, -0.00561969, -0.454893, 0.0135025, 0.000241314, -0.225506, 0.974148
0.120061, 0.654949, 0.991911, 0.145279, 0.0256993, -0.00532944, -0.454579, 0.0131192, 0.000299443, -0.225351, 0.974189
0.124986, 0.654906, 0.991887, 0.1453, 0.0260203, -0.00504458, -0.454946, 0.0132434, 0.000476801, -0.225528, 0.974146
0.130041, 0.654939, 0.991933, 0.145294, 0.0265568, -0.00567738, -0.454689, 0.0135761, 0.00022734, -0.225407, 0.97417
0.135044, 0.65494, 0.991943, 0.145326, 0.0265712, -0.00549705, -0.454658, 0.0135628, 0.000316584, -0.225391, 0.974174
0.140035, 0.654935, 0.99183, 0.145263, 0.0264019, -0.00555302, -0.454661, 0.0134866, 0.000270265, -0.225393, 0.974175
0.145055, 0.654917, 0.991868, 0.145291, 0.0263115, -0.00547448, -0.454827, 0.0134337, 0.000299445, -0.225473, 0.974157
0.150063, 0.654971, 0.991946, 0.145279, 0.0278941, -0.00629851, -0.455234, 0.0142974, 7.94047e-05, -0.225676, 0.974097
0.154986, 0.654945, 0.991879, 0.145283, 0.0264514, -0.00553556, -0.454776, 0.0135087, 0.000285129, -0.225449, 0.974161
0.16001, 0.654943, 0.991863, 0.145253, 0.0259573, -0.0056315, -0.454504, 0.0132789, 0.000180892, -0.225317, 0.974195
0.165081, 0.654912, 0.991884, 0.14527, 0.0260277, -0.00541087, -0.454636, 0.0132883, 0.000297169, -0.22538, 0.97418
0.170007, 0.654962, 0.991918, 0.14529, 0.0260925, -0.00548713, -0.454787, 0.0133285, 0.000268337, -0.225454, 0.974163
0.175009, 0.654944, 0.991868, 0.145303, 0.0264624, -0.00569217, -0.454661, 0.0135318, 0.000209308, -0.225394, 0.974174
0.180031, 0.654938, 0.991887, 0.145295, 0.0270054, -0.00590811, -0.454814, 0.0138205, 0.000166373, -0.225469, 0.974152
0.185, 0.654931, 0.991897, 0.145283, 0.0258095, -0.00516094, -0.454778, 0.0131538, 0.000395254, -0.225447, 0.974166
0.190016, 0.654954, 0.991884, 0.145262, 0.025406, -0.00487574, -0.454869, 0.0129251, 0.000489273, -0.22549, 0.97416
0.195078, 0.654954, 0.991929, 0.1453, 0.0269826, -0.00613847, -0.454558, 0.0138354, 4.98306e-05, -0.225346, 0.974181
0.20015, 0.65494, 0.991848, 0.145269, 0.0251292, -0.00477031, -0.454926, 0.0127784, 0.000509788, -0.225517, 0.974155
0.205015, 0.654957, 0.991915, 0.145307, 0.0262556, -0.005515, -0.454687, 0.013411, 0.000272469, -0.225405, 0.974173
0.210046, 0.654972, 0.991886, 0.145287, 0.0267449, -0.00567404, -0.454716, 0.0136673, 0.000250346, -0.22542, 0.974166
0.215048, 0.654968, 0.991957, 0.145317, 0.0271695, -0.00603319, -0.45474, 0.0139146, 0.000123435, -0.225434, 0.974159
0.220016, 0.654937, 0.991911, 0.145301, 0.0277696, -0.00662435, -0.454329, 0.0142735, -9.98033e-05, -0.225238, 0.974199
0.22508, 0.654958, 0.991849, 0.145273, 0.0265813, -0.00564586, -0.454695, 0.0135844, 0.000245486, -0.22541, 0.974169
0.230099, 0.654935, 0.991841, 0.145289, 0.025062, -0.00486179, -0.454401, 0.0127561, 0.000454307, -0.225262, 0.974215
0.235032, 0.65499, 0.991857, 0.14528, 0.0274012, -0.00643994, -0.454804, 0.0140732, -4.81247e-05, -0.225468, 0.974149
0.240016, 0.654965, 0.991868, 0.145256, 0.026756, -0.0058687, -0.454693, 0.0136946, 0.000156618, -0.22541, 0.974168
0.245031, 0.654955, 0.991864, 0.145275, 0.0261375, -0.00560165, -0.454652, 0.0133633, 0.000216721, -0.225389, 0.974177
0.250082, 0.654948, 0.991867, 0.145297, 0.0261971, -0.00551569, -0.454625, 0.0133826, 0.000265124, -0.225375, 0.97418
0.255008, 0.654929, 0.99185, 0.145272, 0.0266833, -0.00573628, -0.454884, 0.0136443, 0.000214234, -0.225503, 0.974147
