t, x, y, z, angX, angY, angZ, qx, qy, qz, qw
0, 4.0191, 2.44886, 0.151503, 3.14048, 3.09509, -1.5859, 0.0159192, 0.0169519, 0.701548, 0.712243
0.00510001, 4.0191, 2.44886, 0.151493, 3.14034, 3.09504, -1.58576, 0.0158875, 0.0170174, 0.701597, 0.712194
0.0100462, 4.01911, 2.44887, 0.151482, 3.14023, 3.09537, -1.58584, 0.0157331, 0.0169395, 0.701568, 0.712227
0.0150025, 4.01911, 2.44888, 0.151469, 3.14044, 3.09486, -1.58586, 0.0159867, 0.0170512, 0.70156, 0.712227
0.0200164, 4.0191, 2.44885, 0.151483, 3.14036, 3.09538, -1.58578, 0.0157744, 0.0168914, 0.701591, 0.712205
0.0250406, 4.0191, 2.44887, 0.151483, 3.14042, 3.09512, -1.58581, 0.0158879, 0.0169636, 0.701578, 0.712213
0.0300477, 4.01911, 2.44885, 0.151483, 3.14022, 3.09537, -1.58574, 0.0157278, 0.0169451, 0.701605, 0.71219
0.035001, 4.01909, 2.44887, 0.151498, 3.14039, 3.09493, -1.58586, 0.0159422, 0.0170415, 0.701559, 0.712229
0.040122, 4.01909, 2.44887, 0.151478, 3.14034, 3.09515, -1.58584, 0.0158483, 0.0169785, 0.701567, 0.712225
0.045063, 4.0191, 2.44887, 0.151484, 3.14028, 3.09537, -1.5858, 0.0157512, 0.0169243, 0.701585, 0.71221
0.0500138, 4.0191, 2.44887, 0.15149, 3.14032, 3.09534, -1.58584, 0.0157749, 0.0169186, 0.70157, 0.712225
0.0551302, 4.01911, 2.44887, 0.151486, 3.14038, 3.09532, -1.58587, 0.0158032, 0.0169056, 0.701558, 0.712236
0.0600119, 4.01909, 2.44888, 0.15148, 3.14034, 3.09518, -1.58584, 0.015839, 0.0169714, 0.701567, 0.712225
0.0650432, 4.01909, 2.44887, 0.151467, 3.14039, 3.09525, -1.58588, 0.015829, 0.0169292, 0.701556, 0.712237
0.0700579, 4.01909, 2.44888, 0.151471, 3.14027, 3.09528, -1.58582, 0.015778, 0.0169586, 0.701577, 0.712217
0.075063, 4.01909, 2.44889, 0.151479, 3.14032, 3.09515, -1.58583, 0.0158418, 0.0169883, 0.701573, 0.712219
0.0800214, 4.01908, 2.44889, 0.151471, 3.1404, 3.09505, -1.58589, 0.0159066, 0.0169966, 0.701551, 0.712239
0.0849888, 4.01908, 2.44888, 0.151466, 3.14039, 3.09507, -1.58586, 0.0158936, 0.0169939, 0.701563, 0.712228
0.090018, 4.01909, 2.44888, 0.151459, 3.14042, 3.09501, -1.58586, 0.0159241, 0.0170023, 0.70156, 0.712229
0.0950325, 4.0191, 2.44887, 0.151478, 3.14034, 3.09519, -1.58581, 0.0158342, 0.016966, 0.701579, 0.712214
0.10001, 4.01912, 2.44888, 0.151483, 3.14033, 3.09557, -1.58588, 0.0157, 0.0168354, 0.701559, 0.712239
0.105065, 4.01911, 2.44888, 0.151474, 3.1404, 3.09557, -1.58589, 0.0157243, 0.0168111, 0.701553, 0.712245
0.110023, 4.01909, 2.44887, 0.151459, 3.14036, 3.09526, -1.58585, 0.0158152, 0.0169338, 0.701567, 0.712227
0.115052, 4.0191, 2.44888, 0.151453, 3.14038, 3.09533, -1.58584, 0.0157979, 0.0169022, 0.701572, 0.712223
0.120044, 4.01909, 2.44887, 0.151469, 3.14039, 3.09523, -1.58583, 0.0158361, 0.0169343, 0.701571, 0.712222
0.125062, 4.01909, 2.44888, 0.151462, 3.14032, 3.09541, -1.58587, 0.0157516, 0.0168956, 0.701561, 0.712234
0.130104, 4.01909, 2.44889, 0.151466, 3.14047, 3.09504, -1.58592, 0.0159322, 0.0169773, 0.701542, 0.712248
0.135027, 4.0191, 2.44888, 0.151462, 3.14034, 3.09531, -1.58589, 0.0157918, 0.0169226, 0.701554, 0.712241
0.140086, 4.0191, 2.44888, 0.151463, 3.14037, 3.09534, -1.5859, 0.0157912, 0.0169039, 0.701548, 0.712246
0.145033, 4.01913, 2.44887, 0.151467, 3.14034, 3.09594, -1.5859, 0.0155686, 0.0167013, 0.701554, 0.71225
0.150151, 4.01913, 2.44887, 0.151454, 3.14034, 3.09586, -1.58582, 0.0155993, 0.0167252, 0.70158, 0.712223
0.155053, 4.01913, 2.44886, 0.151461, 3.14039, 3.09579, -1.58585, 0.0156444, 0.016736, 0.701569, 0.712233
0.16004, 4.01915, 2.44886, 0.151466, 3.14026, 3.09585, -1.5857, 0.0155729, 0.016759, 0.701623, 0.712181
0.165134, 4.01911, 2.44887, 0.151468, 3.14044, 3.09524, -1.58583, 0.0158497, 0.0169141, 0.701574, 0.712219
0.17009, 4.01912, 2.44887, 0.151475, 3.1404, 3.09552, -1.5859, 0.0157394, 0.0168271, 0.70155, 0.712247
0.175023, 4.01912, 2.44888, 0.151484, 3.14047, 3.09519, -1.58596, 0.0158808, 0.0169225, 0.701527, 0.712265
0.180091, 4.01913, 2.44888, 0.151471, 3.14041, 3.09539, -1.58588, 0.0157899, 0.0168727, 0.701557, 0.712238
0.185069, 4.01913, 2.44888, 0.151468, 3.14034, 3.09544, -1.58581, 0.0157465, 0.0168752, 0.70158, 0.712216
0.190047, 4.01911, 2.44888, 0.15149, 3.14045, 3.09494, -1.58594, 0.0159592, 0.0170174, 0.701531, 0.712257
0.195097, 4.01912, 2.44888, 0.151476, 3.14036, 3.09539, -1.5859, 0.0157697, 0.0168886, 0.70155, 0.712245
0.20014, 4.01912, 2.44888, 0.151482, 3.14039, 3.09521, -1.58591, 0.0158461, 0.0169428, 0.701544, 0.712249
0.20503, 4.01913, 2.44887, 0.151484, 3.14037, 3.09518, -1.58584, 0.0158515, 0.0169597, 0.701569, 0.712223
0.210099, 4.01913, 2.44887, 0.151472, 3.14043, 3.09556, -1.58584, 0.0157359, 0.016803, 0.701572, 0.712226
0.215124, 4.01912, 2.44887, 0.15148, 3.14038, 3.09528, -1.58589, 0.0158171, 0.016921, 0.701553, 0.712241
0.220166, 4.01913, 2.44888, 0.151484, 3.14038, 3.09513, -1.58589, 0.0158695, 0.0169714, 0.701551, 0.71224
0.225042, 4.01914, 2.44888, 0.151488, 3.14038, 3.09529, -1.58584, 0.015812, 0.016917, 0.701571, 0.712223
0.23019, 4.01915, 2.44886, 0.151465, 3.14038, 3.0957, -1.58581, 0.01567, 0.0167679, 0.701583, 0.712218
0.235096, 4.01915, 2.44886, 0.151485, 3.14037, 3.09571, -1.58579, 0.0156611, 0.0167717, 0.701589, 0.712212
0.240015, 4.01913, 2.44888, 0.151471, 3.1404, 3.0953, -1.58584, 0.0158163, 0.0169055, 0.701572, 0.712223
0.245102, 4.01915, 2.44886, 0.151491, 3.14022, 3.09583, -1.58582, 0.015566, 0.016781, 0.701582, 0.712221
0.250073, 4.01913, 2.44888, 0.15147, 3.14038, 3.09526, -1.58582, 0.0158211, 0.0169276, 0.701577, 0.712217
0.255007, 4.01913, 2.44888, 0.15149, 3.14027, 3.09543, -1.58587, 0.0157218, 0.0169059, 0.70156, 0.712236
