t, a_x, a_y, a_z, w_x, w_y, w_z, qx, qy, qz, qw 
0, 0.0766168, 0.0191542, 9.77343, 0.00532648, -0, -0.00745708, 0.00429842, -0.00510843, -0.256469, 0.966529
0.011975, 0.0478855, 0.0287313, 9.65372, 0.00532648, -0.00213059, -0.00639178, 0.00429842, -0.00510843, -0.256469, 0.966529
0.0179858, 0.0670397, -0, 9.71597, 0.00213059, 0.00319589, -0.00958767, 0.00429842, -0.00510843, -0.256469, 0.966529
0.0299656, 0.0718282, 0.0239427, 9.68724, 0.0010653, -0.00213059, -0.00852238, 0.00425209, -0.00509613, -0.25647, 0.96653
0.0419865, 0.0239427, 0.0143656, 9.64414, 0.00532648, -0, -0.00958767, 0.00425233, -0.00509593, -0.256423, 0.966542
0.0479767, 0.0622511, -0, 9.75428, 0.00852238, -0, -0.00745708, 0.00426487, -0.00504939, -0.256377, 0.966554
0.059984, 0.0670397, 0.0622511, 9.72554, 0.00426119, 0.0010653, -0.00958767, 0.00431144, -0.00506147, -0.256331, 0.966566
0.0719864, 0.0766168, 0.0335198, 9.73512, 0.00213059, -0.00213059, -0.00958767, 0.00431144, -0.00506147, -0.256331, 0.966566
0.077966, 0.0670397, 0.0239427, 9.68245, 0.00213059, -0.0010653, -0.00852238, 0.00425282, -0.00509552, -0.256331, 0.966566
0.0899653, 0.0383084, 0.0239427, 9.69681, 0.00319589, -0.0010653, -0.00745708, 0.00426511, -0.00504919, -0.256331, 0.966566
0.102004, 0.0718282, 0.0718282, 9.69681, 0.00426119, 0.00426119, -0.00426119, 0.00431169, -0.00506127, -0.256284, 0.966579
0.107959, 0.10056, 0.0143656, 9.74949, 0.00426119, -0.00213059, -0.010653, 0.00426535, -0.00504898, -0.256285, 0.966579
0.119979, 0.0814053, 0.00478855, 9.66329, 0.00319589, -0.00213059, -0.00639178, 0.00425306, -0.00509532, -0.256284, 0.966579
0.131975, 0.0478855, 0.0239427, 9.71597, 0.00639178, -0.00213059, -0.0117183, 0.00425331, -0.00509511, -0.256238, 0.966591
0.137962, 0.0430969, 0.00478855, 9.69202, 0.00319589, -0.0010653, -0.010653, 0.00425331, -0.00509511, -0.256238, 0.966591
0.14996, 0.0861939, -0.00478855, 9.70639, 0.00319589, -0, -0.00639178, 0.00425331, -0.00509511, -0.256238, 0.966591
0.16198, 0.110137, 0.0191542, 9.68724, 0.00426119, -0.00319589, -0.00958767, 0.00425355, -0.00509491, -0.256192, 0.966603
0.167963, 0.0718282, -0.0622511, 9.68245, 0.00639178, -0, -0.00639178, 0.00419518, -0.00512876, -0.256145, 0.966616
0.179964, 0.0335198, 0.0095771, 9.74949, 0.00319589, -0.00213059, -0.00745708, 0.00420746, -0.00508243, -0.256146, 0.966616
0.191986, 0.0814053, -0.0191542, 9.75906, 0.00532648, 0.0010653, -0.00958767, 0.00419518, -0.00512876, -0.256145, 0.966616
0.197963, 0.119714, 0.0095771, 9.69202, 0.00532648, -0.00532648, -0.00852238, 0.00419542, -0.00512856, -0.256099, 0.966628
0.20996, 0.0287313, 0.0143656, 9.67287, 0, 0.0010653, -0.010653, 0.00419567, -0.00512836, -0.256053, 0.96664
0.221979, 0.0622511, -0.0095771, 9.64893, 0.00639178, -0.0010653, -0.00852238, 0.00414933, -0.00511609, -0.256053, 0.96664
0.227962, 0.0287313, 0.0287313, 9.68245, 0.00319589, -0.0010653, -0.010653, 0.00419591, -0.00512816, -0.256006, 0.966652
0.239991, 0, 0.0622511, 9.71118, 0.00426119, 0.00532648, -0.00852238, 0.00420819, -0.00508182, -0.256006, 0.966653
0.251969, 0.095771, 0.0095771, 9.67766, 0.00319589, -0.00532648, -0.00745708, 0.00420843, -0.00508162, -0.25596, 0.966665
0.257972, 0.0239427, -0, 9.68245, 0.0010653, -0, -0.00745708, 0.00416209, -0.00506935, -0.25596, 0.966665
0.269964, 0.0622511, 0.0335198, 9.69681, 0.00745708, 0.0010653, -0.00958767, 0.00416209, -0.00506935, -0.25596, 0.966665
0.281961, 0.0143656, 0.0239427, 9.66329, 0.00532648, -0.00213059, -0.00852238, 0.00420868, -0.00508142, -0.255914, 0.966677
0.287952, 0.0718282, 0.0239427, 9.67766, 0, 0.00213059, -0.010653, 0.00416233, -0.00506915, -0.255914, 0.966677
0.299964, 0.0718282, 0.0191542, 9.74949, 0.00532648, -0.00213059, -0.00852238, 0.00416209, -0.00506935, -0.25596, 0.966665
