t, a_x, a_y, a_z, w_x, w_y, w_z, qx, qy, qz, qw 
0, 0.0478855, 0.0861939, 9.67287, 0.00319589, -0, -0.00958767, 0.00808762, -0.00467144, -0.219682, 0.975527
0.0119879, 0.0478855, 0.0718282, 9.67766, 0.00745708, -0.00426119, -0.00745708, 0.00808762, -0.00467144, -0.219682, 0.975527
0.0239797, 0.0143656, 0.0430969, 9.67287, 0.00745708, -0.00532648, -0.010653, 0.00808762, -0.00467144, -0.219682, 0.975527
0.0299728, 0.052674, 0.0814053, 9.71118, 0.00852238, -0, -0.00745708, 0.00813439, -0.00468197, -0.219682, 0.975526
0.0420048, 0.0766168, 0.0718282, 9.68245, 0.00958767, -0.00532648, -0.00958767, 0.00812385, -0.00472874, -0.219681, 0.975526
0.0539834, 0.0383084, 0.095771, 9.70639, 0.00426119, 0.00213059, -0.00958767, 0.00812385, -0.00472874, -0.219681, 0.975526
0.0599887, 0.0335198, 0.0670397, 9.65372, 0.00745708, -0.00426119, -0.00852238, 0.00812385, -0.00472874, -0.219681, 0.975526
0.0719774, -0.0239427, 0.095771, 9.7016, 0.00639178, -0, -0.0127836, 0.00817085, -0.00473888, -0.219634, 0.975537
0.0839646, 0.0814053, 0.110137, 9.68245, 0.00319589, 0.0010653, -0.010653, 0.00817085, -0.00473888, -0.219634, 0.975537
0.089963, 0.0383084, 0.0861939, 9.64893, 0.00426119, -0.0010653, -0.00745708, 0.00818138, -0.00469211, -0.219635, 0.975537
0.101981, 0.0430969, 0.0814053, 9.68245, 0.00639178, -0, -0.00745708, 0.0081816, -0.00469172, -0.219588, 0.975547
0.113982, 0.0239427, 0.105348, 9.64414, 0.00532648, -0.00532648, -0.00958767, 0.00818183, -0.00469133, -0.219541, 0.975558
0.119979, 0.0095771, 0.0574626, 9.61541, 0.0010653, -0, -0.00639178, 0.00818205, -0.00469093, -0.219495, 0.975568
0.131974, 0.0622511, 0.0814053, 9.69681, 0.00532648, -0.00213059, -0.0117183, 0.00812476, -0.00472718, -0.219494, 0.975568
0.143996, 0.0478855, 0.0814053, 9.65372, 0.00639178, -0.00213059, -0.00745708, 0.00817153, -0.0047377, -0.219494, 0.975568
0.149982, 0.0574626, 0.0574626, 9.71118, 0.00213059, -0.00213059, -0.00852238, 0.00812499, -0.00472679, -0.219448, 0.975579
0.161968, 0.0574626, 0.052674, 9.66329, 0.010653, -0.00213059, -0.0127836, 0.00812499, -0.00472679, -0.219448, 0.975579
0.173978, 0.0430969, 0.0861939, 9.74949, 0.00532648, -0, -0.00958767, 0.00817176, -0.00473731, -0.219447, 0.975579
0.179968, 0.0335198, 0.0574626, 9.68245, 0.00532648, -0, -0.00852238, 0.00817176, -0.00473731, -0.219447, 0.975579
0.191986, 0.0478855, 0.110137, 9.69202, 0.00958767, -0.0010653, -0.00745708, 0.00817176, -0.00473731, -0.219447, 0.975579
0.20398, 0.0335198, 0.0814053, 9.58668, 0.00213059, 0.0010653, -0.00852238, 0.00817176, -0.00473731, -0.219447, 0.975579
0.210004, 0.0478855, 0.0574626, 9.74949, 0.00745708, -0.00213059, -0.010653, 0.00817176, -0.00473731, -0.219447, 0.975579
0.221972, 0.0574626, 0.052674, 9.7016, 0.00852238, -0.00213059, -0.00958767, 0.00817176, -0.00473731, -0.219447, 0.975579
0.233983, 0.0191542, 0.0574626, 9.63456, -0.00213059, -0.0010653, -0.00852238, 0.00817176, -0.00473731, -0.219447, 0.975579
0.239976, 0.052674, 0.0430969, 9.71597, 0.00639178, -0.0010653, -0.00745708, 0.00812499, -0.00472679, -0.219448, 0.975579
0.252001, 0.0335198, 0.105348, 9.66329, 0.00745708, -0.00319589, -0.00958767, 0.00816146, -0.00478369, -0.2194, 0.975589
0.264004, 0.00478855, 0.0861939, 9.66808, 0, -0, -0.00852238, 0.00812544, -0.00472601, -0.219354, 0.9756
0.269967, 0.0622511, 0.0478855, 9.74949, 0.00745708, 0.0010653, -0.00745708, 0.00812544, -0.00472601, -0.219354, 0.9756
0.281969, 0.0766168, 0.0861939, 9.66808, 0.00958767, -0.00426119, -0.010653, 0.00811492, -0.00477278, -0.219354, 0.9756
0.293964, 0.0383084, 0.0670397, 9.63456, 0.0010653, -0, -0.00958767, 0.00811492, -0.00477278, -0.219354, 0.9756
0.299973, 0.0143656, 0.0766168, 9.75906, 0.00958767, -0.00213059, -0.010653, 0.00811515, -0.00477239, -0.219307, 0.975611
0.311976, 0.052674, 0.095771, 9.7016, 0.010653, -0.0010653, -0.00852238, 0.00816192, -0.0047829, -0.219307, 0.97561
