t, a_x, a_y, a_z, w_x, w_y, w_z, qx, qy, qz, qw 
0, 0.172388, -0.00478855, 9.74949, 0.00639178, -0.00426119, -0.00852238, 0.00293509, -0.0106317, -0.0124783, 0.999861
0.0119717, 0.124502, -0.0574626, 9.67766, 0.00639178, -0.00213059, -0.0117183, 0.00293509, -0.0106317, -0.0124783, 0.999861
0.0179594, 0.129291, -0.0478855, 9.63456, 0.00213059, -0, -0.010653, 0.00288665, -0.0106312, -0.0125268, 0.999861
0.0299683, 0.215485, -0.0143656, 9.74949, 0.00319589, -0, -0.00745708, 0.00288665, -0.0106312, -0.0125268, 0.999861
0.0419788, 0.177176, -0.0239427, 9.69202, 0.00426119, -0.0010653, -0.00958767, 0.00288614, -0.0106314, -0.0125747, 0.99986
0.0479784, 0.167599, -0, 9.76864, 0.00319589, -0, -0.00745708, 0.00288674, -0.0105834, -0.0125748, 0.999861
0.0599747, 0.201119, -0.0383084, 9.72076, 0.00319589, 0.0010653, -0.00532648, 0.00288725, -0.0105833, -0.0125269, 0.999861
0.072001, 0.172388, -0, 9.66329, 0.00213059, -0, -0.00852238, 0.00288725, -0.0105833, -0.0125269, 0.999861
0.0779784, 0.143656, -0.0287313, 9.68724, 0.00426119, -0, -0.00958767, 0.00288674, -0.0105834, -0.0125748, 0.999861
0.0899823, 0.138868, -0.052674, 9.74949, 0.00639178, -0, -0.00639178, 0.00288785, -0.0105354, -0.0125271, 0.999862
0.101976, 0.205908, 0.0191542, 9.71597, 0.00745708, -0, -0.00958767, 0.00293528, -0.0105361, -0.0125745, 0.999861
0.107961, 0.172388, 0.0239427, 9.73512, 0.0010653, -0.0010653, -0.00745708, 0.00293528, -0.0105361, -0.0125745, 0.999861
0.119977, 0.119714, -0.0574626, 9.68245, 0.00852238, 0.00213059, -0.00852238, 0.00293478, -0.0105362, -0.0126224, 0.999861
0.131985, 0.201119, -0, 9.67766, 0.00745708, 0.0010653, -0.00958767, 0.00293488, -0.0104885, -0.0126705, 0.99986
0.137983, 0.186753, -0.0143656, 9.74949, 0.00426119, 0.0010653, -0.00852238, 0.00293438, -0.0104886, -0.0127184, 0.99986
0.15, 0.129291, -0.052674, 9.72554, 0.00426119, -0.0010653, -0.00852238, 0.00293438, -0.0104886, -0.0127184, 0.99986
0.161982, 0.153234, -0, 9.73033, 0.00639178, -0.00213059, -0.00532648, 0.00293388, -0.0104887, -0.0127664, 0.999859
0.167957, 0.172388, -0.0191542, 9.6202, 0.00319589, -0.00213059, -0.00639178, 0.00298181, -0.0104893, -0.0127659, 0.999859
0.179987, 0.186753, -0.00478855, 9.75428, 0.00852238, -0, -0.00852238, 0.00298181, -0.0104893, -0.0127659, 0.999859
0.19197, 0.167599, -0.0670397, 9.73512, 0.00532648, -0, -0.00958767, 0.00298181, -0.0104893, -0.0127659, 0.999859
0.19798, 0.244216, 0.0143656, 9.7016, 0.00426119, -0.0010653, -0.00958767, 0.0029813, -0.0104895, -0.0128138, 0.999858
0.209971, 0.138868, 0.00478855, 9.67287, 0.00639178, -0, -0.010653, 0.0029808, -0.0104896, -0.0128617, 0.999858
0.22198, 0.181965, -0.0766168, 9.69202, 0.00639178, -0.00213059, -0.00852238, 0.0029808, -0.0104896, -0.0128617, 0.999858
0.227965, 0.201119, -0.0335198, 9.7447, 0.00426119, -0, -0.00958767, 0.0029813, -0.0104895, -0.0128138, 0.999858
0.239987, 0.186753, -0.0383084, 9.71118, 0.00532648, -0.0010653, -0.00958767, 0.0029813, -0.0104895, -0.0128138, 0.999858
0.25197, 0.114925, -0.0478855, 9.6585, 0.00319589, -0, -0.00852238, 0.0029813, -0.0104895, -0.0128138, 0.999858
0.25798, 0.191542, -0.00478855, 9.71597, 0.00319589, -0.00319589, -0.00852238, 0.0029808, -0.0104896, -0.0128617, 0.999858
0.269993, 0.205908, -0, 9.70639, 0.00639178, -0.00213059, -0.00852238, 0.0029803, -0.0104898, -0.0129097, 0.999857
0.281955, 0.158022, -0.0287313, 9.7016, 0.00745708, -0, -0.00532648, 0.00302823, -0.0104904, -0.0129092, 0.999857
0.287959, 0.162811, -0.0430969, 9.7016, 0.00426119, -0.00426119, -0.00958767, 0.00302773, -0.0104905, -0.0129571, 0.999856
0.299958, 0.210696, -0.0143656, 9.69681, 0.00639178, -0, -0.00958767, 0.00302773, -0.0104905, -0.0129571, 0.999856
0.311965, 0.167599, -0.0287313, 9.66808, 0.0010653, -0.00319589, -0.00532648, 0.00302722, -0.0104907, -0.013005, 0.999856
0.317973, 0.162811, -0.0670397, 9.73033, 0.00426119, -0.00213059, -0.00958767, 0.00297879, -0.0104902, -0.0130535, 0.999855
0.329957, 0.201119, -0.0335198, 9.7016, 0.00532648, -0.0010653, -0.010653, 0.00297879, -0.0104902, -0.0130535, 0.999855
0.341978, 0.220273, -0.0191542, 9.63456, 0.00639178, 0.0010653, -0.00745708, 0.00297816, -0.0105381, -0.0130533, 0.999855
0.347959, 0.134079, -0.0383084, 9.68724, 0.00426119, -0.00319589, -0.00852238, 0.00297879, -0.0104902, -0.0130535, 0.999855
