t, a_x, a_y, a_z, w_x, w_y, w_z, qx, qy, qz, qw 
0, 0.172388, 0.0861939, 9.67766, 0.00426119, -0, -0.0117183, 0.00695713, -0.0104368, -0.211946, 0.977201
0.00598097, 0.148445, 0.0814053, 9.64893, 0.00213059, -0.0010653, -0.00958767, 0.00695713, -0.0104368, -0.211946, 0.977201
0.0179787, 0.143656, 0.0335198, 9.70639, 0.00532648, -0.0010653, -0.00958767, 0.00691028, -0.0104267, -0.211946, 0.977201
0.0299726, 0.158022, 0.0335198, 9.68245, 0.00852238, -0.00213059, -0.0117183, 0.00691078, -0.0104263, -0.211899, 0.977211
0.0360041, 0.162811, 0.129291, 9.69202, 0.00426119, 0.00213059, -0.00745708, 0.00695713, -0.0104368, -0.211946, 0.977201
0.0479791, 0.148445, 0.114925, 9.67766, 0.010653, -0, -0.00745708, 0.00695763, -0.0104365, -0.211899, 0.977211
0.059983, 0.167599, 0.105348, 9.7447, 0.00639178, -0.00426119, -0.010653, 0.00700447, -0.0104466, -0.211898, 0.977211
0.065975, 0.158022, 0.105348, 9.67766, 0.00319589, -0, -0.010653, 0.00700447, -0.0104466, -0.211898, 0.977211
0.0779822, 0.158022, 0.052674, 9.68245, 0.00639178, -0.0010653, -0.00958767, 0.00700447, -0.0104466, -0.211898, 0.977211
0.0899847, 0.158022, 0.110137, 9.68245, 0.00532648, -0, -0.00958767, 0.00700447, -0.0104466, -0.211898, 0.977211
0.0959823, 0.134079, 0.119714, 9.64893, 0.00532648, -0, -0.00958767, 0.00700447, -0.0104466, -0.211898, 0.977211
0.10802, 0.153234, 0.095771, 9.70639, 0.00319589, -0, -0.010653, 0.00700397, -0.010447, -0.211945, 0.977201
0.120006, 0.158022, 0.0478855, 9.73033, 0.00319589, -0.00213059, -0.0117183, 0.00700447, -0.0104466, -0.211898, 0.977211
0.126138, 0.158022, 0.0670397, 9.66808, 0.00639178, -0, -0.00958767, 0.00700497, -0.0104463, -0.211852, 0.977221
0.137985, 0.158022, 0.0622511, 9.72554, 0.00319589, -0.00319589, -0.00852238, 0.00700497, -0.0104463, -0.211852, 0.977221
0.149983, 0.119714, 0.0766168, 9.72554, 0.00532648, 0.00213059, -0.010653, 0.00700548, -0.010446, -0.211805, 0.977231
0.155977, 0.162811, 0.0718282, 9.69202, 0.00639178, -0, -0.010653, 0.00700548, -0.010446, -0.211805, 0.977231
0.167975, 0.22985, 0.0909824, 9.63456, 0.00426119, -0.00639178, -0.00852238, 0.00700598, -0.0104456, -0.211758, 0.977241
