t, x, y, z, angX, angY, angZ, qx, qy, qz, qw
0, 0.247303, 2.85498, 0.148827, 0.0213282, 0.00116347, -0.0271451, 0.010655, 0.000726381, -0.0135652, 0.999851
0.00509524, 0.249528, 2.85495, 0.148825, 0.0215575, 0.000866588, -0.0272734, 0.0107716, 0.000580207, -0.0136308, 0.999849
0.0100145, 0.251735, 2.85494, 0.148861, 0.0218487, 0.000710917, -0.0273565, 0.0109183, 0.000504823, -0.0136731, 0.999847
0.015065, 0.253988, 2.85493, 0.148973, 0.0207181, 0.000780746, -0.0267881, 0.0103527, 0.00052906, -0.0133889, 0.999857
0.0201697, 0.256233, 2.85484, 0.148936, 0.0196539, 0.000956091, -0.0271762, 0.00981938, 0.000611501, -0.0135823, 0.999859
0.0250299, 0.258418, 2.85482, 0.148955, 0.0206927, 0.000592127, -0.0267219, 0.0103413, 0.000434251, -0.0133567, 0.999857
0.0300105, 0.260647, 2.85481, 0.14904, 0.0202751, 0.000592388, -0.0266167, 0.0101326, 0.000431061, -0.0133043, 0.99986
0.035116, 0.262903, 2.85478, 0.149035, 0.0199102, 0.00135032, -0.0272668, 0.00994479, 0.00081078, -0.0136256, 0.999857
0.0401499, 0.265152, 2.85479, 0.149075, 0.0209359, 0.00121333, -0.0272045, 0.0104585, 0.000748957, -0.0135948, 0.999853
0.0450466, 0.267452, 2.85476, 0.149033, 0.0206089, 0.000762378, -0.0265865, 0.0102983, 0.000518108, -0.0132882, 0.999859
0.0501213, 0.269679, 2.8547, 0.149039, 0.0203118, 0.000843337, -0.0265504, 0.0101492, 0.000556425, -0.0132698, 0.99986
0.055125, 0.271952, 2.85478, 0.149138, 0.0217894, 0.000993678, -0.0270856, 0.0108868, 0.000644302, -0.0135362, 0.999849
0.0600388, 0.274239, 2.85478, 0.149162, 0.0223381, 0.000535135, -0.0269198, 0.0111642, 0.000417853, -0.0134557, 0.999847
0.0650527, 0.276518, 2.8546, 0.149114, 0.0193694, 0.000257442, -0.0260395, 0.00968204, 0.000254791, -0.0130175, 0.999868
0.0701458, 0.278794, 2.8547, 0.149139, 0.0206042, 0.000795208, -0.0266198, 0.0102957, 0.000534661, -0.0133047, 0.999858
0.0750854, 0.281053, 2.85467, 0.149137, 0.0222055, 0.000897882, -0.0269664, 0.0110955, 0.000598566, -0.013477, 0.999847
0.0800207, 0.283353, 2.85454, 0.149039, 0.0225464, 0.000282323, -0.0263441, 0.0112701, 0.000289624, -0.0131692, 0.99985
0.0850911, 0.285616, 2.85456, 0.149084, 0.0217409, 0.000824259, -0.0267342, 0.0108637, 0.000557367, -0.0133614, 0.999852
0.0901067, 0.287943, 2.85459, 0.149151, 0.0218493, 0.00114294, -0.0270084, 0.0109157, 0.000718905, -0.0134967, 0.999849
0.0950644, 0.290226, 2.85445, 0.149116, 0.0184219, 0.000848882, -0.0260708, 0.0092045, 0.00054445, -0.0130306, 0.999873
0.100129, 0.292515, 2.85442, 0.149107, 0.0203697, 0.000490512, -0.0257469, 0.0101807, 0.000376331, -0.0128699, 0.999865
0.105157, 0.294823, 2.85449, 0.149231, 0.0203723, 0.000988067, -0.0265244, 0.0101785, 0.000629049, -0.0132561, 0.99986
0.110063, 0.29719, 2.85435, 0.149171, 0.0195637, 0.000474953, -0.025575, 0.00977785, 0.000362525, -0.0127842, 0.99987
0.115112, 0.299502, 2.85426, 0.149152, 0.0200407, 0.000354345, -0.0255371, 0.0100171, 0.000305089, -0.0127658, 0.999868
0.120058, 0.301825, 2.85424, 0.149159, 0.0198106, 0.00107547, -0.0260391, 0.00989731, 0.000666621, -0.0130132, 0.999866
0.125062, 0.304142, 2.85419, 0.149167, 0.0211257, 0.000789556, -0.0257977, 0.0105567, 0.000530965, -0.0128936, 0.999861
0.130103, 0.306489, 2.85416, 0.149209, 0.0209362, 0.000469347, -0.0254788, 0.010464, 0.000367992, -0.0127359, 0.999864
0.135159, 0.308835, 2.85405, 0.149197, 0.0200718, 0.00109853, -0.0254762, 0.0100279, 0.000677026, -0.0127316, 0.999868
0.140079, 0.311198, 2.85402, 0.14923, 0.018989, 0.00120713, -0.0249985, 0.00948606, 0.00072216, -0.0124926, 0.999877
0.14503, 0.313558, 2.85392, 0.149187, 0.0196246, 0.00114378, -0.0248945, 0.00980425, 0.000693947, -0.0124407, 0.999874
0.150109, 0.315926, 2.85387, 0.149118, 0.0206087, 0.00143331, -0.0252775, 0.0102943, 0.00084679, -0.0126304, 0.999867
0.155057, 0.318267, 2.85389, 0.149203, 0.0213172, 0.00162594, -0.0251866, 0.0106473, 0.000947081, -0.0125836, 0.999864
0.160113, 0.320631, 2.85375, 0.149229, 0.019291, 0.00211997, -0.0248227, 0.00963146, 0.00117956, -0.0124002, 0.999876
0.165138, 0.323107, 2.85376, 0.149181, 0.0228036, 0.00136173, -0.0251678, 0.0113921, 0.000824237, -0.012575, 0.999856
0.170093, 0.325464, 2.8537, 0.149252, 0.0216576, 0.00161971, -0.0251057, 0.0108176, 0.000945672, -0.012543, 0.999862
0.17504, 0.327838, 2.8537, 0.149336, 0.0209832, 0.00173448, -0.0250067, 0.0104798, 0.0009983, -0.0124932, 0.999867
0.180125, 0.330277, 2.85369, 0.149301, 0.0223636, 0.00132924, -0.0246747, 0.0111725, 0.000802477, -0.0123288, 0.999861
0.185114, 0.33268, 2.85361, 0.149329, 0.0234781, 0.00134521, -0.024614, 0.0117296, 0.000816971, -0.0122979, 0.999855
0.19006, 0.335069, 2.85353, 0.149358, 0.0211585, 0.00219588, -0.0248765, 0.0105646, 0.00122938, -0.0124256, 0.999866
0.195192, 0.337464, 2.85344, 0.149314, 0.0232391, 0.0017689, -0.0247795, 0.0116074, 0.00102828, -0.0123783, 0.999855
0.200139, 0.339906, 2.85332, 0.149346, 0.0228443, 0.00132076, -0.0240906, 0.0114131, 0.000797865, -0.0120367, 0.999862
0.205053, 0.342249, 2.85329, 0.149474, 0.0200202, 0.00211984, -0.0244905, 0.0099962, 0.00118236, -0.0122337, 0.999874
0.210121, 0.344651, 2.85319, 0.149359, 0.0211129, 0.00149404, -0.0238409, 0.0105466, 0.000872759, -0.0119116, 0.999873
0.215136, 0.347121, 2.85316, 0.14945, 0.0217441, 0.00129826, -0.0235187, 0.0108635, 0.000776887, -0.0117513, 0.999872
0.220057, 0.349543, 2.85326, 0.149561, 0.0229696, 0.00161414, -0.024224, 0.0114739, 0.000946056, -0.0121016, 0.99986
0.225111, 0.351982, 2.85317, 0.14954, 0.0237696, 0.0014877, -0.0236451, 0.0118749, 0.000884245, -0.0118126, 0.999859
0.230141, 0.354379, 2.85298, 0.149479, 0.0209853, 0.00190412, -0.0232296, 0.0104807, 0.00107381, -0.0116039, 0.999877
0.235101, 0.35686, 2.85307, 0.149621, 0.0231404, 0.00154117, -0.0234896, 0.0115601, 0.000906366, -0.0117348, 0.999864
0.240043, 0.359254, 2.85296, 0.149625, 0.0211894, 0.00203331, -0.0231269, 0.010582, 0.00113903, -0.0115517, 0.999877
0.245122, 0.361717, 2.85289, 0.149564, 0.0229407, 0.00163818, -0.0230136, 0.0114599, 0.000950964, -0.0114964, 0.999868
0.250064, 0.364213, 2.85282, 0.14959, 0.0229254, 0.00139776, -0.022785, 0.0114538, 0.000829373, -0.0113835, 0.999869
0.255073, 0.366608, 2.85264, 0.149576, 0.0216822, 0.00199839, -0.0226325, 0.0108289, 0.00112175, -0.0113045, 0.999877
0.260098, 0.36907, 2.85277, 0.149612, 0.0242617, 0.00190218, -0.0227391, 0.0121189, 0.00108887, -0.0113569, 0.999861
0.265151, 0.371567, 2.85265, 0.149555, 0.0237998, 0.00154742, -0.0218872, 0.0118904, 0.000903831, -0.0109334, 0.999869
0.270054, 0.373983, 2.85258, 0.149546, 0.0195113, 0.00290032, -0.0226515, 0.00973842, 0.00156048, -0.0113108, 0.999887
