t, x, y, z, angX, angY, angZ, qx, qy, qz, qw
0, 4.31054, 2.67374, 0.186209, 3.14112, 3.11762, -0.956484, 0.0105324, 0.00572703, 0.88774, 0.460189
0.0100582, 4.31054, 2.67376, 0.1862, 3.1411, 3.11756, -0.956428, 0.0105578, 0.00574718, 0.887753, 0.460163
0.0199721, 4.31054, 2.67375, 0.186208, 3.14133, 3.11789, -0.956424, 0.0104606, 0.0055696, 0.887756, 0.460162
0.0302069, 4.31057, 2.67377, 0.186218, 3.14135, 3.11799, -0.956311, 0.0104234, 0.00553869, 0.887783, 0.460112
0.0401382, 4.31054, 2.67376, 0.186184, 3.14114, 3.11749, -0.956433, 0.010595, 0.00574584, 0.887751, 0.460165
0.0501833, 4.31054, 2.67374, 0.186193, 3.14115, 3.11754, -0.956471, 0.010574, 0.00573207, 0.887743, 0.460182
0.0601983, 4.31056, 2.67374, 0.186206, 3.14133, 3.11785, -0.956378, 0.0104793, 0.00558223, 0.887766, 0.460141
0.070179, 4.31055, 2.67375, 0.186203, 3.14116, 3.11765, -0.956429, 0.0105277, 0.00570152, 0.887753, 0.460164
0.0801547, 4.31056, 2.67375, 0.18622, 3.14115, 3.11776, -0.956419, 0.0104777, 0.00567893, 0.887756, 0.46016
0.090203, 4.31056, 2.67375, 0.186195, 3.14143, 3.11792, -0.956376, 0.0104714, 0.00551968, 0.887768, 0.46014
0.0999134, 4.31055, 2.67376, 0.186222, 3.14123, 3.11782, -0.95637, 0.0104702, 0.00563296, 0.887768, 0.460138
0.115211, 4.31055, 2.67376, 0.186188, 3.14118, 3.11759, -0.956421, 0.0105589, 0.00570411, 0.887755, 0.46016
0.120204, 4.31058, 2.67373, 0.186218, 3.14119, 3.11764, -0.956347, 0.0105402, 0.00568777, 0.887772, 0.460127
0.135169, 4.31054, 2.67373, 0.186175, 3.14118, 3.11752, -0.956441, 0.0105898, 0.0057228, 0.88775, 0.460169
0.145004, 4.31055, 2.67375, 0.186206, 3.14136, 3.11789, -0.956392, 0.0104695, 0.00555667, 0.887763, 0.460147
0.155251, 4.31052, 2.67376, 0.186218, 3.14126, 3.11788, -0.956456, 0.0104499, 0.00560168, 0.887749, 0.460176
0.165203, 4.31056, 2.67377, 0.1862, 3.14118, 3.11775, -0.95636, 0.010489, 0.00566868, 0.88777, 0.460134
0.175342, 4.31055, 2.67374, 0.1862, 3.14105, 3.11736, -0.956461, 0.0106334, 0.00581725, 0.887744, 0.460178
0.185081, 4.31055, 2.67375, 0.186195, 3.14113, 3.11753, -0.956446, 0.0105738, 0.00574075, 0.887749, 0.460171
0.194965, 4.31055, 2.67374, 0.186202, 3.14132, 3.11792, -0.956429, 0.0104468, 0.00556741, 0.887755, 0.460164
0.205255, 4.31054, 2.67377, 0.186191, 3.14129, 3.1177, -0.956371, 0.0105371, 0.00563351, 0.887767, 0.460138
0.215207, 4.31057, 2.67376, 0.186225, 3.14125, 3.11788, -0.956317, 0.0104478, 0.00560628, 0.887781, 0.460114
0.22505, 4.31056, 2.67377, 0.186213, 3.14127, 3.11784, -0.956313, 0.0104702, 0.00560612, 0.887781, 0.460113
0.235148, 4.31057, 2.67375, 0.186209, 3.14122, 3.11779, -0.956398, 0.0104814, 0.00564228, 0.887761, 0.460151
0.245023, 4.31057, 2.67374, 0.1862, 3.14116, 3.11761, -0.956409, 0.0105455, 0.00570945, 0.887758, 0.460155
0.255319, 4.31056, 2.67376, 0.186198, 3.14116, 3.11782, -0.956342, 0.0104514, 0.00566216, 0.887774, 0.460126
0.265205, 4.31055, 2.67376, 0.186204, 3.14137, 3.1181, -0.956409, 0.01038, 0.00550397, 0.887761, 0.460155
0.275257, 4.31055, 2.67378, 0.186203, 3.14115, 3.11769, -0.956275, 0.01051, 0.00569705, 0.887789, 0.460096
0.290195, 4.31054, 2.67374, 0.186203, 3.14135, 3.11787, -0.956432, 0.010474, 0.00556522, 0.887754, 0.460165
0.30004, 4.31053, 2.67375, 0.186177, 3.14125, 3.11763, -0.956457, 0.01056, 0.00566735, 0.887747, 0.460176
0.31006, 4.31054, 2.67375, 0.186179, 3.14108, 3.11747, -0.956496, 0.0105899, 0.00577725, 0.887737, 0.460194
0.320222, 4.31054, 2.67374, 0.186198, 3.14125, 3.11778, -0.956429, 0.0104922, 0.00563171, 0.887754, 0.460164
0.330147, 4.31055, 2.67376, 0.186216, 3.14107, 3.11761, -0.956411, 0.0105251, 0.00575191, 0.887757, 0.460156
0.340192, 4.31053, 2.67376, 0.186203, 3.14139, 3.11794, -0.956457, 0.0104531, 0.00553301, 0.887749, 0.460176
0.350289, 4.31058, 2.67376, 0.186242, 3.14131, 3.11788, -0.956316, 0.0104599, 0.00558201, 0.887781, 0.460114
0.360045, 4.31056, 2.67376, 0.186207, 3.14112, 3.11763, -0.956365, 0.0105276, 0.00572296, 0.887768, 0.460136
0.370209, 4.31056, 2.67375, 0.186188, 3.14128, 3.11772, -0.956427, 0.0105262, 0.00563351, 0.887754, 0.460163
0.380088, 4.31056, 2.67374, 0.186197, 3.14112, 3.11763, -0.956457, 0.010528, 0.00572224, 0.887746, 0.460177
0.390186, 4.31058, 2.67376, 0.186233, 3.14111, 3.11772, -0.956335, 0.0104871, 0.00570951, 0.887775, 0.460123
0.400056, 4.31056, 2.67377, 0.186245, 3.14124, 3.11803, -0.956327, 0.010381, 0.00557704, 0.887779, 0.460119
0.410179, 4.31056, 2.67374, 0.186205, 3.14113, 3.11751, -0.956458, 0.0105842, 0.00574726, 0.887746, 0.460177
0.42007, 4.31055, 2.67375, 0.186184, 3.14124, 3.11763, -0.95645, 0.0105567, 0.00567072, 0.887748, 0.460173
0.430094, 4.31054, 2.67377, 0.18621, 3.14131, 3.11789, -0.956389, 0.0104567, 0.00558018, 0.887764, 0.460146
0.440211, 4.31054, 2.67376, 0.186217, 3.14117, 3.11779, -0.956433, 0.010466, 0.00566558, 0.887753, 0.460166
0.450161, 4.31055, 2.67376, 0.186199, 3.14141, 3.11795, -0.956367, 0.0104552, 0.00552067, 0.88777, 0.460136
0.460111, 4.31056, 2.67375, 0.186216, 3.14106, 3.11759, -0.956396, 0.0105339, 0.00575816, 0.88776, 0.46015
0.470185, 4.31054, 2.67375, 0.186201, 3.14128, 3.11774, -0.956395, 0.0105182, 0.00562603, 0.887762, 0.460148
0.48519, 4.31054, 2.67376, 0.186168, 3.1413, 3.11762, -0.956429, 0.0105765, 0.00564571, 0.887753, 0.460163
0.495059, 4.31054, 2.67376, 0.186186, 3.14131, 3.11767, -0.956389, 0.0105541, 0.00562818, 0.887763, 0.460146
0.505218, 4.31056, 2.67377, 0.186203, 3.14107, 3.11752, -0.956356, 0.0105669, 0.00577111, 0.887769, 0.460132
0.515219, 4.31054, 2.67374, 0.186198, 3.14126, 3.11766, -0.956495, 0.0105469, 0.00565521, 0.887738, 0.460193
0.525308, 4.31058, 2.67374, 0.186196, 3.14115, 3.11735, -0.956365, 0.0106577, 0.00577335, 0.887766, 0.460135
0.535218, 4.31045, 2.67378, 0.186165, 0.000342275, 0.0240387, 2.1853, 0.0107499, 0.00537846, 0.887786, 0.4601
0.545164, 4.31028, 2.67402, 0.186113, 0.00128841, 0.0241117, 2.18598, 0.0110016, 0.00497154, 0.887944, 0.459793
0.555155, 4.30992, 2.67448, 0.186089, 0.00120826, 0.024629, 2.1869, 0.0112152, 0.00512085, 0.888154, 0.45938
0.56522, 4.30934, 2.67512, 0.186106, 0.00102833, 0.0238204, 2.18824, 0.0108181, 0.0050078, 0.888464, 0.458792
0.575214, 4.30868, 2.67595, 0.186182, 0.0009347, 0.0234983, 2.1899, 0.0106577, 0.00496666, 0.888846, 0.458055
0.58521, 4.30792, 2.67691, 0.186208, 0.000949926, 0.0242212, 2.19157, 0.0109868, 0.00511631, 0.889224, 0.457312
0.595031, 4.30698, 2.67814, 0.186291, 0.00203926, 0.0238107, 2.19422, 0.0110593, 0.00452343, 0.889835, 0.456127
0.605227, 4.30574, 2.67956, 0.186276, 0.00202873, 0.0254686, 2.19711, 0.0118016, 0.00488922, 0.890483, 0.454836
0.615219, 4.30433, 2.68127, 0.186341, 0.00296042, 0.0248398, 2.20056, 0.011741, 0.00431113, 0.891273, 0.453295
0.625213, 4.30265, 2.6833, 0.186352, 0.00341912, 0.0239982, 2.20515, 0.0114789, 0.00388958, 0.892317, 0.451246
0.63523, 4.3006, 2.68553, 0.186333, 0.00361972, 0.0238663, 2.20947, 0.0114734, 0.00374554, 0.893291, 0.449317
0.645171, 4.29842, 2.68797, 0.186388, 0.00421299, 0.0228663, 2.21388, 0.0111672, 0.00323126, 0.894285, 0.447347
0.660031, 4.29468, 2.69195, 0.186351, 0.00381625, 0.0236611, 2.22057, 0.0114458, 0.00354822, 0.895771, 0.444355
0.670257, 4.29203, 2.69475, 0.186417, 0.0043218, 0.0227012, 2.22533, 0.0111355, 0.00308198, 0.896832, 0.44222
0.680151, 4.28918, 2.69769, 0.186416, 0.0040771, 0.0233957, 2.23017, 0.0114009, 0.0033177, 0.897896, 0.440047
0.690192, 4.28619, 2.70081, 0.186459, 0.00400019, 0.0229731, 2.23569, 0.0112032, 0.00322834, 0.899109, 0.43757
0.700156, 4.28299, 2.70403, 0.186428, 0.00414965, 0.0233878, 2.24125, 0.0114313, 0.00322015, 0.900319, 0.435069
0.71013, 4.27957, 2.70739, 0.18652, 0.00386683, 0.0231503, 2.24718, 0.0112726, 0.00326238, 0.901606, 0.4324
0.72021, 4.27608, 2.71092, 0.186508, 0.00372269, 0.0235051, 2.2532, 0.0114116, 0.0033697, 0.902903, 0.42968
0.730159, 4.27239, 2.71458, 0.186467, 0.00397901, 0.0232905, 2.25959, 0.01138, 0.00317157, 0.904272, 0.426794
0.740204, 4.26855, 2.7183, 0.186415, 0.00407863, 0.0230601, 2.26638, 0.0113074, 0.00303897, 0.905716, 0.423722
0.750204, 4.264, 2.72232, 0.185932, 0.00246012, 0.0248415, 2.27359, 0.0117862, 0.00410692, 0.907226, 0.420458
0.760056, 4.25983, 2.72628, 0.185884, 0.00315128, 0.0240186, 2.28092, 0.0115714, 0.00357799, 0.908767, 0.417128
0.770196, 4.25546, 2.73035, 0.185822, 0.00306559, 0.0244212, 2.2882, 0.0117498, 0.00365818, 0.910276, 0.413819
0.78026, 4.25094, 2.73457, 0.185759, 0.00336692, 0.0243249, 2.29617, 0.0117822, 0.00345415, 0.91192, 0.410184
0.790201, 4.24628, 2.73885, 0.185743, 0.00362964, 0.0243564, 2.30427, 0.0118639, 0.0032928, 0.913574, 0.406485
0.800227, 4.24139, 2.74318, 0.185734, 0.00437726, 0.0239051, 2.3125, 0.0118213, 0.00281093, 0.915243, 0.40272
0.810057, 4.23633, 2.74765, 0.185738, 0.00420572, 0.0238183, 2.3209, 0.011759, 0.00282261, 0.916926, 0.398875
0.820184, 4.23116, 2.75224, 0.185793, 0.00384738, 0.0235145, 2.32986, 0.0115613, 0.00287452, 0.918705, 0.394765
0.835171, 4.22303, 2.75914, 0.185792, 0.00470386, 0.0229495, 2.3432, 0.0114864, 0.00229303, 0.92132, 0.388628
0.845229, 4.21736, 2.76394, 0.185865, 0.00463222, 0.0227223, 2.35254, 0.0113783, 0.00222872, 0.923128, 0.384319
0.855264, 4.21138, 2.76888, 0.185891, 0.00432436, 0.0226867, 2.36217, 0.011314, 0.00230954, 0.924967, 0.379872
0.865153, 4.20514, 2.77386, 0.185932, 0.00348376, 0.022348, 2.37147, 0.0110098, 0.00258283, 0.926723, 0.375575
0.875019, 4.19876, 2.77885, 0.186009, 0.00382145, 0.0215963, 2.38111, 0.0107358, 0.00223346, 0.928526, 0.371104
0.885019, 4.19225, 2.78386, 0.186062, 0.00344055, 0.0215459, 2.39129, 0.0106538, 0.00234671, 0.930404, 0.366373
0.895127, 4.1856, 2.7889, 0.186057, 0.00358466, 0.021944, 2.40157, 0.0108773, 0.00229672, 0.932273, 0.361584
0.905209, 4.17879, 2.7939, 0.185992, 0.00356073, 0.0223669, 2.41205, 0.0110825, 0.00232635, 0.934152, 0.356696
0.915161, 4.17188, 2.799, 0.185858, 0.00403158, 0.0224132, 2.42312, 0.0111996, 0.00205271, 0.936112, 0.351516
0.92518, 4.16474, 2.80404, 0.185795, 0.00478101, 0.022343, 2.43423, 0.0113077, 0.0016268, 0.938052, 0.346306
0.935, 4.15412, 2.80891, 0.183449, 0.0124925, 0.0218026, 2.43862, 0.0123848, -0.00211086, 0.938811, 0.344203
0.945178, 4.14664, 2.81408, 0.18335, 0.0125923, 0.0221829, 2.45027, 0.0125681, -0.00216552, 0.940799, 0.338725
0.955138, 4.13895, 2.81927, 0.183567, 0.0125263, 0.0204789, 2.46224, 0.0117407, -0.00249344, 0.942816, 0.333097
0.965226, 4.13117, 2.82449, 0.183535, 0.011327, 0.0206792, 2.47433, 0.0116237, -0.00196503, 0.944812, 0.3274
0.975262, 4.12334, 2.82981, 0.183543, 0.0106659, 0.0215911, 2.48643, 0.0119369, -0.00157568, 0.946774, 0.321675
0.985038, 4.11541, 2.83522, 0.183562, 0.00865128, 0.0235006, 2.4993, 0.0125145, -0.000395279, 0.948816, 0.315581
0.995184, 4.10703, 2.84049, 0.183539, 0.00830649, 0.0237776, 2.51209, 0.01259, -0.000268499, 0.950813, 0.309509
1.00529, 4.09834, 2.84568, 0.183637, 0.00833372, 0.0224506, 2.52506, 0.01196, -0.000564423, 0.952806, 0.303342
1.01522, 4.08941, 2.85073, 0.183636, 0.0080762, 0.0220522, 2.53747, 0.0117278, -0.000575006, 0.954673, 0.297424
1.03022, 4.07903, 2.85906, 0.186062, 3.13931, 3.1194, -0.57463, 0.0103162, 0.00423603, 0.958945, 0.283373
1.04021, 4.0698, 2.86384, 0.186075, 3.13943, 3.11804, -0.561944, 0.0110156, 0.00430274, 0.960716, 0.277282
1.05029, 4.06022, 2.86859, 0.186064, 3.13919, 3.1178, -0.549133, 0.0111248, 0.00438308, 0.96247, 0.271124
1.06001, 4.04897, 2.87297, 0.185205, 3.12896, 3.10677, -0.539235, 0.0151002, 0.0107247, 0.963678, 0.266423
1.07021, 4.03897, 2.8777, 0.18525, 3.12868, 3.1079, -0.52564, 0.0145902, 0.0106099, 0.965476, 0.259867
1.08022, 4.02891, 2.88248, 0.185318, 3.12773, 3.10728, -0.511752, 0.0148435, 0.0110447, 0.967246, 0.253164
1.09021, 4.01893, 2.88716, 0.185284, 3.12853, 3.10643, -0.496842, 0.0154369, 0.0106537, 0.969103, 0.245942
1.10024, 4.0088, 2.89173, 0.185244, 3.12869, 3.10579, -0.482027, 0.0158418, 0.0105345, 0.970893, 0.238756
1.11, 3.9984, 2.89619, 0.185319, 3.12945, 3.10712, -0.467109, 0.0153626, 0.00989524, 0.972663, 0.2315
1.12024, 3.98764, 2.90055, 0.18531, 3.13068, 3.10933, -0.452143, 0.0144984, 0.00893042, 0.974393, 0.224204
1.13015, 3.97681, 2.90478, 0.185233, 3.13059, 3.11064, -0.437366, 0.0139127, 0.00872737, 0.976034, 0.216998
1.1402, 3.96599, 2.90899, 0.185166, 3.13058, 3.11123, -0.422449, 0.0136906, 0.00856849, 0.97763, 0.209712
1.15006, 3.95496, 2.91301, 0.185016, 3.12984, 3.11112, -0.407883, 0.0137303, 0.00884211, 0.979127, 0.202592
1.16006, 3.94375, 2.91691, 0.185036, 3.12957, 3.11169, -0.392778, 0.0134897, 0.00881168, 0.980633, 0.195192
1.17006, 3.93239, 2.92074, 0.184985, 3.12863, 3.11192, -0.377723, 0.0133571, 0.00914968, 0.982072, 0.18781
1.18024, 3.9208, 2.92469, 0.184893, 3.126, 3.11233, -0.362476, 0.0129882, 0.0103044, 0.983466, 0.180335
1.19017, 3.909, 2.92843, 0.184837, 3.12497, 3.11399, -0.346927, 0.0121595, 0.010568, 0.984845, 0.172685
1.2052, 3.89101, 2.93349, 0.184687, 3.1239, 3.1154, -0.323972, 0.0114957, 0.0108405, 0.986767, 0.161373
1.21521, 3.8789, 2.93666, 0.184575, 3.1236, 3.11558, -0.30833, 0.0114695, 0.0108882, 0.987999, 0.153651
1.22523, 3.86665, 2.93967, 0.184546, 3.12272, 3.11577, -0.292709, 0.0113968, 0.0112163, 0.989165, 0.145934
1.23516, 3.85426, 2.94255, 0.184456, 3.1218, 3.11596, -0.276816, 0.0113285, 0.0115701, 0.99029, 0.138074
1.24519, 3.84171, 2.9451, 0.184441, 3.12167, 3.11671, -0.260963, 0.0110406, 0.011494, 0.991357, 0.130218
1.25514, 3.82897, 2.94752, 0.184448, 3.12216, 3.11826, -0.244779, 0.0103904, 0.0110667, 0.992392, 0.122183
1.26523, 3.81614, 2.94984, 0.184395, 3.12205, 3.11948, -0.228494, 0.00987095, 0.0109674, 0.99336, 0.114094
1.27521, 3.80319, 2.95205, 0.184555, 3.12169, 3.12105, -0.212247, 0.00915735, 0.0109806, 0.994262, 0.106015
1.28523, 3.79005, 2.95399, 0.184825, 3.12047, 3.12252, -0.195889, 0.00845536, 0.0114438, 0.995097, 0.0978783
1.29521, 3.77686, 2.95565, 0.185056, 3.12093, 3.12387, -0.179254, 0.0078996, 0.0110829, 0.995886, 0.0895897
1.30524, 3.76362, 2.95724, 0.185143, 3.1213, 3.12432, -0.162107, 0.00778494, 0.0108118, 0.996621, 0.0810449
1.31522, 3.75047, 2.95873, 0.185169, 3.12023, 3.12407, -0.145014, 0.00796509, 0.0112886, 0.997271, 0.07253
1.32522, 3.73709, 2.95999, 0.185067, 3.12038, 3.12428, -0.127685, 0.00796337, 0.0111366, 0.997863, 0.0638847
