t, x, y, z, angX, angY, angZ, qx, qy, qz, qw
0, 2.18664, 0.72384, 0.181028, 3.1344, -3.12578, -2.83149, -0.00477226, -0.00725719, 0.154453, 0.987962
0.00989938, 2.18664, 0.723828, 0.180994, 3.13385, -3.12557, -2.83147, -0.00506057, -0.0073167, 0.154466, 0.987958
0.0200877, 2.18664, 0.723869, 0.180975, 3.13447, -3.12562, -2.83156, -0.00475132, -0.00733992, 0.154418, 0.987967
0.0297887, 2.18664, 0.723861, 0.180945, 3.13493, -3.12566, -2.8317, -0.00452177, -0.00735738, 0.154347, 0.987979
0.0400689, 2.18663, 0.723859, 0.180983, 3.13475, -3.12561, -2.83155, -0.004613, -0.00736629, 0.154421, 0.987967
0.0499709, 2.18665, 0.723859, 0.180953, 3.13478, -3.12558, -2.83154, -0.00460253, -0.0073866, 0.154426, 0.987966
0.0598257, 2.18665, 0.723859, 0.18097, 3.13446, -3.12557, -2.83158, -0.00475966, -0.00736621, 0.154409, 0.987968
0.0700152, 2.18665, 0.723849, 0.180992, 3.13446, -3.12561, -2.83158, -0.00475746, -0.0073439, 0.154406, 0.987969
0.0798049, 2.18665, 0.723858, 0.180968, 3.13399, -3.12556, -2.83159, -0.004995, -0.00733225, 0.154407, 0.987967
0.0947433, 2.18665, 0.723849, 0.180985, 3.1345, -3.12568, -2.83147, -0.00473181, -0.00731267, 0.154463, 0.98796
0.10012, 2.18667, 0.723854, 0.180957, 3.13457, -3.12563, -2.83155, -0.00470325, -0.00734526, 0.154424, 0.987966
0.109911, 2.18664, 0.723854, 0.180981, 3.13481, -3.12561, -2.83161, -0.00458468, -0.007372, 0.154392, 0.987971
0.124803, 2.18664, 0.723845, 0.180964, 3.13509, -3.12574, -2.83166, -0.00443646, -0.0073284, 0.154369, 0.987976
0.135026, 2.18664, 0.723857, 0.180955, 3.13535, -3.12585, -2.83173, -0.00429661, -0.00729732, 0.154332, 0.987983
0.144785, 2.18663, 0.723836, 0.180969, 3.13446, -3.12566, -2.8317, -0.00475151, -0.00731883, 0.154349, 0.987978
0.154959, 2.18666, 0.723876, 0.180918, 3.13543, -3.12585, -2.83175, -0.00425653, -0.00730121, 0.154322, 0.987985
0.165012, 2.18665, 0.72385, 0.180973, 3.13439, -3.12556, -2.8315, -0.00479514, -0.00736579, 0.15445, 0.987961
0.174895, 2.18666, 0.723861, 0.180952, 3.13452, -3.12549, -2.83156, -0.00473577, -0.00741012, 0.154416, 0.987967
0.184792, 2.18664, 0.723837, 0.180981, 3.13369, -3.12546, -2.83148, -0.00514989, -0.00736069, 0.154459, 0.987958
0.194788, 2.18664, 0.723852, 0.181005, 3.13457, -3.12577, -2.83149, -0.0046902, -0.00727463, 0.154454, 0.987962
0.204978, 2.18666, 0.723841, 0.180969, 3.13374, -3.12551, -2.83147, -0.0051218, -0.0073366, 0.154465, 0.987958
0.214843, 2.18665, 0.723883, 0.180987, 3.13443, -3.1257, -2.83161, -0.00476306, -0.00729798, 0.154396, 0.987971
0.224953, 2.18665, 0.72385, 0.180976, 3.13458, -3.12558, -2.83152, -0.00469904, -0.00737114, 0.15444, 0.987963
0.234802, 2.18666, 0.723866, 0.180962, 3.13436, -3.12557, -2.83155, -0.0048117, -0.00735452, 0.154426, 0.987965
0.24484, 2.18663, 0.723865, 0.180965, 3.1348, -3.12556, -2.83157, -0.00459135, -0.00739748, 0.15441, 0.987968
0.254981, 2.18666, 0.723851, 0.180983, 3.13425, -3.12558, -2.8315, -0.00486556, -0.00734242, 0.154448, 0.987962
0.265043, 2.18662, 0.723845, 0.181014, 3.13457, -3.12559, -2.8316, -0.00470254, -0.007364, 0.154401, 0.98797
0.279872, 2.18665, 0.723864, 0.180971, 3.13465, -3.12559, -2.8316, -0.0046645, -0.00736836, 0.154397, 0.98797
0.289791, 2.18664, 0.72384, 0.180977, 3.13516, -3.12583, -2.83166, -0.00439539, -0.0072917, 0.154364, 0.987977
0.300009, 2.18664, 0.723838, 0.181012, 3.13448, -3.12569, -2.83147, -0.00474181, -0.00730882, 0.154461, 0.98796
0.309802, 2.18664, 0.723841, 0.180999, 3.1347, -3.12564, -2.83152, -0.00463826, -0.00734813, 0.154436, 0.987965
0.319953, 2.18664, 0.723845, 0.181016, 3.13444, -3.12568, -2.83151, -0.00476128, -0.00730683, 0.154444, 0.987963
0.330081, 2.18666, 0.723876, 0.180951, 3.13467, -3.12551, -2.83161, -0.00466162, -0.00741187, 0.154393, 0.987971
0.340032, 2.18665, 0.723859, 0.18096, 3.13474, -3.12552, -2.83165, -0.00462764, -0.00741172, 0.154374, 0.987974
0.349985, 2.18666, 0.723856, 0.180969, 3.13494, -3.12566, -2.83156, -0.004514, -0.00735617, 0.154415, 0.987968
0.359881, 2.18662, 0.723845, 0.181024, 3.13459, -3.12568, -2.83156, -0.00468566, -0.00731822, 0.154419, 0.987967
0.369979, 2.18664, 0.723858, 0.180973, 3.13446, -3.12557, -2.83157, -0.0047614, -0.007362, 0.154415, 0.987967
