t, x, y, z, angX, angY, angZ, qx, qy, qz, qw
0, 3.12814, 3.10278, 0.182063, 3.11248, 3.12094, -0.0212679, 0.0101686, 0.0146617, 0.999783, 0.0107823
0.00994015, 3.12814, 3.10274, 0.182036, 3.11226, 3.1209, -0.0212632, 0.0101904, 0.0147746, 0.999781, 0.0107815
0.0250249, 3.12813, 3.10277, 0.182051, 3.11263, 3.12088, -0.0213109, 0.0101997, 0.0145902, 0.999783, 0.0108035
0.0349283, 3.12812, 3.10274, 0.182034, 3.11201, 3.1208, -0.0212882, 0.0102374, 0.0148973, 0.999778, 0.0107959
0.0449941, 3.12814, 3.10276, 0.182047, 3.11223, 3.12082, -0.02135, 0.0102294, 0.0147911, 0.99978, 0.0108256
0.0551548, 3.12814, 3.10275, 0.182038, 3.1121, 3.12087, -0.0213082, 0.010204, 0.0148558, 0.999779, 0.010805
0.065068, 3.12814, 3.10274, 0.182032, 3.11199, 3.12085, -0.0213025, 0.0102106, 0.0149097, 0.999778, 0.0108028
0.0750198, 3.12814, 3.10275, 0.18205, 3.11243, 3.12091, -0.021338, 0.0101856, 0.0146899, 0.999782, 0.0108179
0.0851288, 3.12813, 3.10276, 0.182047, 3.11261, 3.12089, -0.0212989, 0.010196, 0.0145984, 0.999783, 0.0107975
0.0950079, 3.12814, 3.10277, 0.18206, 3.11289, 3.12104, -0.0212007, 0.0101235, 0.0144602, 0.999786, 0.010746
0.10517, 3.12812, 3.10273, 0.182044, 3.11218, 3.12092, -0.021348, 0.0101762, 0.0148131, 0.99978, 0.0108241
0.115113, 3.12813, 3.10276, 0.182056, 3.11293, 3.12099, -0.0213108, 0.0101468, 0.014437, 0.999786, 0.0108011
0.125025, 3.12813, 3.10275, 0.182042, 3.11221, 3.12081, -0.0213161, 0.010234, 0.0147991, 0.99978, 0.0108088
0.135191, 3.12813, 3.10277, 0.182038, 3.11267, 3.12094, -0.021326, 0.0101683, 0.014567, 0.999784, 0.0108104
0.144994, 3.12813, 3.10275, 0.182049, 3.11283, 3.12106, -0.021275, 0.0101114, 0.0144878, 0.999786, 0.0107833
0.155097, 3.12813, 3.10274, 0.182042, 3.11241, 3.12096, -0.0212856, 0.0101588, 0.0147002, 0.999782, 0.0107914
0.164909, 3.12813, 3.10274, 0.182053, 3.11226, 3.12094, -0.0213131, 0.0101693, 0.0147758, 0.999781, 0.0108061
0.175203, 3.12813, 3.10275, 0.182046, 3.11236, 3.12082, -0.0213619, 0.010227, 0.014726, 0.999781, 0.0108308
0.189919, 3.12813, 3.10276, 0.182036, 3.11277, 3.121, -0.0212414, 0.0101435, 0.0145197, 0.999785, 0.0107673
0.200087, 3.12812, 3.10276, 0.182043, 3.11252, 3.12089, -0.0212998, 0.0101932, 0.0146421, 0.999783, 0.0107984
0.21005, 3.12814, 3.10274, 0.18202, 3.11248, 3.12086, -0.0213045, 0.0102104, 0.0146648, 0.999782, 0.0108012
0.220024, 3.12813, 3.10278, 0.182046, 3.11244, 3.12097, -0.0211837, 0.0101543, 0.0146825, 0.999783, 0.0107402
0.230088, 3.12812, 3.10274, 0.182055, 3.11227, 3.12087, -0.0213495, 0.010202, 0.0147688, 0.99978, 0.0108247
0.240039, 3.12812, 3.10275, 0.182016, 3.11183, 3.12082, -0.0212922, 0.0102245, 0.0149876, 0.999777, 0.0107986
0.250091, 3.12813, 3.10277, 0.182023, 3.11215, 3.12087, -0.0213319, 0.0102007, 0.0148285, 0.99978, 0.0108165
0.259916, 3.12813, 3.10277, 0.182033, 3.11206, 3.12085, -0.0212484, 0.0102101, 0.0148767, 0.999779, 0.0107754
0.270031, 3.12813, 3.10274, 0.182049, 3.11257, 3.12095, -0.0213084, 0.0101666, 0.0146197, 0.999783, 0.0108021
0.280087, 3.12814, 3.10273, 0.182047, 3.11296, 3.12119, -0.0211782, 0.0100491, 0.0144241, 0.999788, 0.0107333
0.289944, 3.12813, 3.10274, 0.182045, 3.11212, 3.1209, -0.0213006, 0.0101855, 0.0148426, 0.99978, 0.0108008
0.299931, 3.12812, 3.10277, 0.182054, 3.11233, 3.12086, -0.0212927, 0.0102069, 0.01474, 0.999781, 0.0107961
0.309874, 3.12812, 3.10277, 0.182045, 3.11245, 3.12097, -0.0211948, 0.0101542, 0.0146797, 0.999783, 0.0107457
0.319896, 3.12813, 3.10276, 0.182048, 3.11232, 3.12082, -0.0213214, 0.0102269, 0.0147435, 0.999781, 0.0108107
0.330111, 3.12813, 3.10277, 0.182051, 3.11252, 3.12098, -0.0211585, 0.0101518, 0.0146419, 0.999784, 0.0107272
0.340167, 3.12812, 3.10275, 0.182048, 3.1124, 3.12084, -0.0213626, 0.0102166, 0.0147059, 0.999781, 0.0108308
0.350096, 3.12812, 3.10274, 0.182024, 3.11287, 3.12113, -0.0212242, 0.010075, 0.01447, 0.999787, 0.0107572
0.364998, 3.12813, 3.10274, 0.182038, 3.11215, 3.1208, -0.0213849, 0.0102362, 0.0148282, 0.999779, 0.0108435
0.375177, 3.12813, 3.10278, 0.182062, 3.11234, 3.12104, -0.0211723, 0.010121, 0.0147305, 0.999783, 0.0107345
0.384945, 3.12814, 3.10277, 0.182049, 3.1125, 3.1209, -0.0212994, 0.0101918, 0.0146557, 0.999782, 0.0107983
0.394854, 3.12813, 3.10277, 0.182049, 3.11253, 3.12093, -0.0212276, 0.0101743, 0.0146368, 0.999783, 0.010762
0.405114, 3.12813, 3.10274, 0.182027, 3.1126, 3.12086, -0.0213455, 0.0102119, 0.0146057, 0.999783, 0.0108211
0.41519, 3.12814, 3.10274, 0.182011, 3.11258, 3.12093, -0.0212242, 0.0101755, 0.0146141, 0.999784, 0.0107601
0.425027, 3.12813, 3.10276, 0.182036, 3.1122, 3.12078, -0.0213251, 0.0102463, 0.0148075, 0.999779, 0.0108135
0.435154, 3.12812, 3.10279, 0.182039, 3.11248, 3.12084, -0.0212714, 0.010222, 0.014664, 0.999782, 0.0107849
0.445006, 3.12813, 3.10278, 0.182049, 3.11248, 3.12091, -0.0212401, 0.0101873, 0.0146651, 0.999783, 0.0107687
0.455117, 3.12813, 3.10274, 0.182025, 3.11187, 3.12088, -0.0212814, 0.010194, 0.0149696, 0.999778, 0.0107926
0.465063, 3.12814, 3.10274, 0.182, 3.11254, 3.12089, -0.0211971, 0.0101978, 0.014633, 0.999783, 0.010747
0.475094, 3.12815, 3.10277, 0.182032, 3.11268, 3.12092, -0.0212288, 0.0101822, 0.0145635, 0.999784, 0.0107619
0.485033, 3.12813, 3.10275, 0.182045, 3.11266, 3.12089, -0.0213336, 0.0101953, 0.0145729, 0.999783, 0.0108146
0.495057, 3.12812, 3.10275, 0.182034, 3.11243, 3.12091, -0.0213541, 0.0101861, 0.0146907, 0.999782, 0.010826
0.505191, 3.12814, 3.10277, 0.182032, 3.11246, 3.12082, -0.0213036, 0.010229, 0.0146745, 0.999782, 0.0108011
0.514926, 3.12814, 3.10277, 0.182046, 3.11235, 3.12089, -0.0212463, 0.0101949, 0.0147277, 0.999782, 0.0107726
0.525072, 3.12814, 3.10276, 0.182046, 3.11252, 3.12088, -0.0213277, 0.0101987, 0.0146468, 0.999782, 0.0108125
0.540067, 3.12814, 3.10275, 0.182045, 3.11227, 3.12082, -0.0213908, 0.0102296, 0.0147726, 0.99978, 0.0108458
0.545061, 3.12814, 3.10276, 0.182047, 3.11223, 3.12082, -0.0213501, 0.0102294, 0.0147911, 0.99978, 0.0108256
0.559927, 3.12813, 3.10277, 0.182029, 3.11262, 3.12089, -0.0212405, 0.0101943, 0.0145918, 0.999784, 0.0107683
0.569906, 3.12814, 3.10276, 0.182047, 3.11223, 3.12082, -0.0213498, 0.0102294, 0.0147914, 0.99978, 0.0108255
0.579904, 3.12813, 3.10278, 0.182055, 3.11229, 3.12085, -0.0212395, 0.0102154, 0.014761, 0.999781, 0.0107698
0.590092, 3.12814, 3.10276, 0.182019, 3.11248, 3.12077, -0.0213385, 0.0102517, 0.0146658, 0.999781, 0.0108189
0.600132, 3.12814, 3.10276, 0.182024, 3.11244, 3.12091, -0.0211909, 0.0101839, 0.0146853, 0.999783, 0.0107443
0.609942, 3.12815, 3.10277, 0.182036, 3.11245, 3.12083, -0.0212877, 0.0102246, 0.0146789, 0.999782, 0.0107932
0.620089, 3.12814, 3.10276, 0.182046, 3.11252, 3.12088, -0.0213275, 0.0101985, 0.0146467, 0.999782, 0.0108124
0.63011, 3.12814, 3.10275, 0.182038, 3.11277, 3.12096, -0.0213165, 0.0101605, 0.0145169, 0.999785, 0.010805
0.640154, 3.12813, 3.10276, 0.182041, 3.1125, 3.12087, -0.0212934, 0.0102028, 0.014653, 0.999782, 0.0107955
0.650082, 3.12814, 3.10273, 0.182012, 3.11293, 3.121, -0.0212869, 0.0101397, 0.0144391, 0.999786, 0.0107891
0.65996, 3.12815, 3.10273, 0.182004, 3.11261, 3.1209, -0.0212899, 0.0101908, 0.0145998, 0.999783, 0.010793
0.669873, 3.12814, 3.10274, 0.182044, 3.11268, 3.12107, -0.021276, 0.0101072, 0.0145634, 0.999785, 0.0107845
0.680091, 3.12813, 3.10275, 0.182017, 3.11226, 3.12089, -0.0211838, 0.0101923, 0.0147745, 0.999781, 0.0107418
0.690112, 3.12814, 3.10275, 0.182017, 3.1126, 3.12096, -0.0212433, 0.0101614, 0.0146054, 0.999784, 0.0107693
0.700041, 3.12813, 3.10277, 0.182052, 3.1126, 3.12091, -0.0212637, 0.0101855, 0.0146053, 0.999783, 0.0107799
0.709923, 3.12813, 3.10273, 0.182016, 3.11268, 3.12089, -0.0213208, 0.0101952, 0.0145656, 0.999784, 0.0108081
0.720114, 3.12814, 3.10274, 0.181998, 3.11237, 3.12081, -0.0212474, 0.0102338, 0.01472, 0.999781, 0.0107736
0.735057, 3.12813, 3.10273, 0.182004, 3.11226, 3.12099, -0.0211984, 0.0101454, 0.014775, 0.999782, 0.0107484
0.745171, 3.12814, 3.10276, 0.182025, 3.11229, 3.12084, -0.0212547, 0.0102207, 0.0147574, 0.999781, 0.0107774
0.755156, 3.12815, 3.10277, 0.18203, 3.11269, 3.12092, -0.0212374, 0.0101828, 0.0145576, 0.999784, 0.0107662
0.765065, 3.12813, 3.10276, 0.182019, 3.11245, 3.12088, -0.0213049, 0.010201, 0.0146804, 0.999782, 0.0108015
0.775195, 3.12814, 3.10276, 0.182015, 3.11192, 3.12082, -0.0213734, 0.0102281, 0.0149469, 0.999777, 0.0108389
0.784877, 3.12815, 3.10276, 0.182042, 3.11275, 3.12097, -0.0212682, 0.0101559, 0.0145311, 0.999785, 0.0107809
0.795116, 3.12814, 3.10274, 0.182005, 3.11261, 3.12091, -0.0212787, 0.0101843, 0.0145981, 0.999783, 0.0107873
0.805093, 3.12815, 3.10273, 0.181972, 3.11195, 3.12085, -0.0212013, 0.0102122, 0.014928, 0.999779, 0.0107524
0.815098, 3.12815, 3.10278, 0.182024, 3.1124, 3.12078, -0.0212568, 0.0102511, 0.0147048, 0.999781, 0.0107784
0.825145, 3.12806, 3.10273, 0.181997, 3.11294, 3.12035, -0.021106, 0.0104684, 0.0144378, 0.999784, 0.0107033
0.83507, 3.1278, 3.10273, 0.181974, 3.11232, 3.11964, -0.0208694, 0.0108201, 0.0147479, 0.999777, 0.0105934
0.845046, 3.12726, 3.10275, 0.181921, 3.11223, 3.11942, -0.0202273, 0.0109374, 0.0147933, 0.999778, 0.0102746
0.855122, 3.12645, 3.10266, 0.181958, 3.11261, 3.12034, -0.0188802, 0.0104893, 0.0145875, 0.999793, 0.0095924
0.865124, 3.12547, 3.1026, 0.181961, 3.11267, 3.12041, -0.0175207, 0.0104616, 0.0145523, 0.9998, 0.00891196
0.87988, 3.12367, 3.10256, 0.181985, 3.11092, 3.11921, -0.0146012, 0.0110795, 0.0154168, 0.999792, 0.00747088
0.884898, 3.1229, 3.10247, 0.181989, 3.11173, 3.11889, -0.0133361, 0.0112522, 0.0150046, 0.999801, 0.00683635
0.894891, 3.1211, 3.10237, 0.182, 3.11224, 3.11842, -0.00988304, 0.0115146, 0.0147337, 0.999812, 0.00511073
0.909905, 3.11765, 3.10215, 0.181977, 3.11205, 3.11817, -0.00480333, 0.011675, 0.0147963, 0.999819, 0.00257421
0.919976, 3.11488, 3.10183, 0.181975, 3.11265, 3.1185, -0.00094035, 0.011536, 0.0144744, 0.999828, 0.000637136
0.929953, 3.11176, 3.10149, 0.181982, 3.11256, 3.11866, 0.00294999, 0.0114868, 0.0144975, 0.999828, -0.0013083
0.940008, 3.10845, 3.10117, 0.181964, 3.11303, 3.11863, 0.00731936, 0.0115319, 0.0142391, 0.999826, -0.00349509
0.950076, 3.10487, 3.1008, 0.181917, 3.11272, 3.11835, 0.0120614, 0.0117067, 0.0143629, 0.999811, -0.00586191
0.959918, 3.101, 3.10029, 0.181841, 3.11286, 3.11814, 0.0169311, 0.0118442, 0.014267, 0.999794, -0.00829554
0.970119, 3.09683, 3.09974, 0.181872, 3.11338, 3.1183, 0.0223485, 0.0118027, 0.0139746, 0.999772, -0.0110078
0.979939, 3.09243, 3.0991, 0.181845, 3.11354, 3.11852, 0.0276009, 0.011725, 0.0138664, 0.999742, -0.0136359
0.990083, 3.08782, 3.09841, 0.181824, 3.11327, 3.11861, 0.0335648, 0.0117235, 0.0139669, 0.999696, -0.0166162
1.00015, 3.08309, 3.09771, 0.181913, 3.11397, 3.11863, 0.039485, 0.0117493, 0.0135789, 0.999647, -0.0195795
1.00995, 3.07807, 3.09692, 0.181896, 3.1137, 3.11879, 0.0459537, 0.0117197, 0.0136805, 0.999577, -0.0228121
1.02011, 3.07286, 3.09607, 0.181832, 3.11393, 3.11891, 0.0526685, 0.0117027, 0.0135263, 0.999497, -0.0261702
1.03011, 3.06748, 3.09522, 0.181826, 3.11377, 3.11911, 0.0596188, 0.0116504, 0.0135691, 0.999401, -0.0296439
1.04007, 3.06192, 3.09429, 0.181821, 3.11431, 3.11944, 0.0664041, 0.0115222, 0.0132652, 0.9993, -0.0330398
1.05007, 3.05619, 3.09331, 0.181829, 3.11391, 3.11985, 0.0737058, 0.0113712, 0.013432, 0.999172, -0.0366885
1.05986, 3.05024, 3.09229, 0.181877, 3.11364, 3.12033, 0.0813478, 0.0111914, 0.0135317, 0.999025, -0.040508
1.07011, 3.0441, 3.0912, 0.181912, 3.11328, 3.12065, 0.0888811, 0.0110869, 0.0136761, 0.998864, -0.044271
1.08508, 3.03467, 3.08932, 0.181932, 3.11257, 3.12105, 0.100699, 0.0109857, 0.0139757, 0.998582, -0.0501713
1.09514, 3.02817, 3.08795, 0.181892, 3.1126, 3.12129, 0.10897, 0.0109261, 0.0139214, 0.998368, -0.0543026
1.10503, 3.02153, 3.08644, 0.181869, 3.11308, 3.12164, 0.117351, 0.0107929, 0.0136437, 0.998136, -0.0584908
1.11518, 3.0147, 3.08488, 0.181785, 3.11292, 3.12201, 0.126149, 0.0106736, 0.0136886, 0.99787, -0.0628831
1.12504, 3.00776, 3.08318, 0.181739, 3.11297, 3.12223, 0.134664, 0.0106208, 0.013626, 0.997594, -0.067133
1.13507, 3.00059, 3.08132, 0.181641, 3.11327, 3.12236, 0.143799, 0.0106084, 0.0134351, 0.99728, -0.0716914
1.14514, 2.99334, 3.0793, 0.181658, 3.11407, 3.12259, 0.152701, 0.0105226, 0.0129968, 0.996957, -0.0761354
1.15494, 2.98587, 3.07724, 0.18173, 3.11494, 3.12299, 0.162295, 0.0103511, 0.012526, 0.996588, -0.0809243
1.16492, 2.97828, 3.07509, 0.181834, 3.11491, 3.12362, 0.171888, 0.0100965, 0.0125215, 0.99619, -0.0857079
1.17519, 2.97053, 3.07295, 0.181881, 3.1138, 3.12426, 0.181959, 0.00989269, 0.0130509, 0.995742, -0.0907219
1.18494, 2.96271, 3.0707, 0.181875, 3.11391, 3.1246, 0.192326, 0.0097865, 0.0129589, 0.99526, -0.0958853
1.19502, 2.95477, 3.06834, 0.18187, 3.11383, 3.12496, 0.20282, 0.00967701, 0.0129696, 0.994744, -0.101108
1.20513, 2.94666, 3.06607, 0.181845, 3.11283, 3.12551, 0.213697, 0.00952797, 0.0134394, 0.994175, -0.106516
1.21508, 2.93884, 3.06464, 0.181803, 3.12165, 3.12347, 0.224991, 0.010122, 0.0088915, 0.993599, -0.112158
1.22518, 2.93053, 3.06192, 0.181811, 3.12108, 3.12472, 0.236362, 0.00958507, 0.00919123, 0.992947, -0.11781
1.23505, 2.92214, 3.05905, 0.181796, 3.12096, 3.12557, 0.247714, 0.00922178, 0.0092494, 0.992265, -0.123448
1.24505, 2.91368, 3.05613, 0.181794, 3.12143, 3.12603, 0.258908, 0.00901618, 0.00899145, 0.991562, -0.129005
1.25994, 2.90115, 3.05154, 0.182074, 3.12461, 3.12734, 0.277526, 0.00823007, 0.007425, 0.990335, -0.13825
