t, x, y, z, angX, angY, angZ, qx, qy, qz, qw
0, -0.393946, 2.81225, 0.143005, 0.0062875, 0.00931392, 1.13031, 0.00514888, 0.00224918, 0.535553, 0.844483
0.00507498, -0.393934, 2.81226, 0.14306, 0.00620546, 0.00862649, 1.13062, 0.00493047, 0.00198013, 0.535681, 0.844404
0.0100667, -0.393925, 2.81241, 0.14313, 0.00652329, 0.00915751, 1.13052, 0.00520678, 0.00211947, 0.535638, 0.844429
0.0149872, -0.3939, 2.81225, 0.143077, 0.0058065, 0.00802355, 1.13077, 0.00460069, 0.00183207, 0.535745, 0.844365
0.0200355, -0.393893, 2.81236, 0.143084, 0.00644899, 0.00941988, 1.13068, 0.00524585, 0.00224973, 0.535706, 0.844385
0.0250969, -0.393942, 2.81229, 0.143043, 0.00677309, 0.0101097, 1.13036, 0.00556706, 0.00245502, 0.535574, 0.844466
0.0300665, -0.393941, 2.81228, 0.143063, 0.00634683, 0.00881829, 1.13042, 0.00504134, 0.00202374, 0.535599, 0.844455
0.0350642, -0.393942, 2.81232, 0.143037, 0.00655426, 0.00944117, 1.13048, 0.00529578, 0.00223104, 0.535623, 0.844438
0.0399861, -0.393902, 2.81235, 0.143081, 0.00623206, 0.00915183, 1.13057, 0.00508235, 0.00219494, 0.535659, 0.844416
0.0451112, -0.393922, 2.81228, 0.14308, 0.00605454, 0.0083861, 1.13073, 0.00480248, 0.00191879, 0.535728, 0.844375
0.0499549, -0.393922, 2.81237, 0.143116, 0.00687587, 0.0103203, 1.13054, 0.00566706, 0.00251591, 0.535649, 0.844418
0.0550392, -0.393958, 2.81228, 0.143035, 0.00686973, 0.00996127, 1.1304, 0.00556816, 0.00236638, 0.535589, 0.844457
0.0600727, -0.393918, 2.81233, 0.143072, 0.00678825, 0.00991108, 1.13056, 0.00552051, 0.00236657, 0.535656, 0.844415
0.0649505, -0.393924, 2.81226, 0.14305, 0.00579139, 0.00837033, 1.13058, 0.00468701, 0.00198297, 0.535665, 0.844415
0.0700979, -0.3939, 2.81228, 0.143044, 0.0062081, 0.00883151, 1.1305, 0.00498638, 0.00206627, 0.535633, 0.844434
0.075002, -0.393921, 2.81231, 0.143068, 0.00671048, 0.0101514, 1.13042, 0.00555187, 0.00248925, 0.535599, 0.844451
0.0799942, -0.39397, 2.81223, 0.143027, 0.0069317, 0.0105531, 1.13035, 0.00575274, 0.00259981, 0.535568, 0.844468
0.0850878, -0.393887, 2.81227, 0.143082, 0.00668187, 0.00905536, 1.1304, 0.00524625, 0.00203418, 0.535588, 0.844461
0.0900383, -0.393924, 2.8123, 0.143086, 0.00644258, 0.00906305, 1.13054, 0.00514743, 0.00210114, 0.535649, 0.844422
0.0949931, -0.393949, 2.81231, 0.143075, 0.00683102, 0.0102746, 1.13026, 0.00563556, 0.00250943, 0.535532, 0.844492
0.100024, -0.393907, 2.81231, 0.143044, 0.00656678, 0.0092341, 1.13054, 0.00524568, 0.00214009, 0.53565, 0.844421
0.105105, -0.393958, 2.81217, 0.143007, 0.00651466, 0.00893692, 1.13044, 0.00514398, 0.00202885, 0.535604, 0.844451
0.109982, -0.39392, 2.81227, 0.143066, 0.00594775, 0.00865006, 1.13054, 0.0048279, 0.0020593, 0.535647, 0.844425
0.115096, -0.393946, 2.81235, 0.143087, 0.00711752, 0.0106309, 1.13039, 0.0058521, 0.0025828, 0.535587, 0.844456
0.120096, -0.393917, 2.8123, 0.143097, 0.00618566, 0.00926159, 1.13058, 0.00509217, 0.00225369, 0.535663, 0.844414
0.124985, -0.393887, 2.81234, 0.143117, 0.00639688, 0.00917905, 1.13054, 0.0051592, 0.00216236, 0.535647, 0.844423
0.130004, -0.393955, 2.81223, 0.143021, 0.00706801, 0.0103188, 1.13041, 0.00574764, 0.00246424, 0.535592, 0.844454
0.135087, -0.393887, 2.81234, 0.143119, 0.00670344, 0.00981378, 1.13041, 0.00545847, 0.0023486, 0.535594, 0.844455
0.140055, -0.393905, 2.81233, 0.143132, 0.00595866, 0.00844626, 1.13071, 0.00477809, 0.00196993, 0.535718, 0.844381
0.144992, -0.393893, 2.81232, 0.143094, 0.0065357, 0.00898702, 1.13059, 0.00516643, 0.00204398, 0.535668, 0.84441
