t, x, y, z, angX, angY, angZ, qx, qy, qz, qw
0, 2.92793, 4.24918, 0.186403, 0.00588625, 0.0133496, 2.28384, 0.00729407, 9.91495e-05, 0.909418, 0.415819
0.00999451, 2.91844, 4.25945, 0.186835, 0.0035739, 0.0157615, 2.29863, 0.00792202, 0.00159357, 0.91246, 0.409087
0.0199199, 2.90875, 4.26923, 0.187032, 0.00179034, 0.0153996, 2.31505, 0.00741101, 0.00227248, 0.915788, 0.401588
0.0349793, 2.89398, 4.28381, 0.187321, 3.1391, 3.12053, -0.802844, 0.0092081, 0.00526075, 0.920449, 0.390718
0.0451691, 2.8842, 4.29297, 0.186879, 3.14033, 3.12374, -0.785024, 0.00800862, 0.00399685, 0.923912, 0.3825
0.055064, 2.87425, 4.30212, 0.186851, 3.13912, 3.11977, -0.769636, 0.00965013, 0.0052423, 0.926806, 0.37538
0.0648284, 2.86396, 4.31093, 0.1868, 3.13962, 3.12047, -0.753615, 0.00945824, 0.00480469, 0.929788, 0.367943
0.0750654, 2.85332, 4.31955, 0.186768, 3.13431, 3.11528, -0.738631, 0.0109537, 0.00814349, 0.932471, 0.360988
0.0850322, 2.84276, 4.32829, 0.186871, 3.13445, 3.11685, -0.723319, 0.0103052, 0.0077174, 0.935218, 0.353839
0.0949476, 2.83217, 4.33703, 0.187271, 3.13408, 3.11432, -0.710383, 0.0114768, 0.00826343, 0.937468, 0.347783
0.105019, 2.8213, 4.34542, 0.187372, 3.13577, 3.11642, -0.694891, 0.0108418, 0.00701991, 0.940155, 0.340503
0.114803, 2.81028, 4.35342, 0.187218, 3.13785, 3.12074, -0.678271, 0.0092113, 0.00523453, 0.942983, 0.332672
0.125088, 2.79907, 4.3613, 0.187169, 3.13889, 3.12193, -0.66257, 0.00885749, 0.00447397, 0.945574, 0.325255
0.135062, 2.78776, 4.36899, 0.187085, 3.13879, 3.12219, -0.646914, 0.0087511, 0.00441105, 0.948092, 0.317844
0.145037, 2.7763, 4.3765, 0.187122, 3.13916, 3.12277, -0.631307, 0.00856868, 0.00407737, 0.950547, 0.310435
0.155072, 2.76472, 4.38388, 0.187077, 3.13903, 3.12304, -0.615409, 0.00845139, 0.00402973, 0.952986, 0.30287
0.165033, 2.75315, 4.39125, 0.186987, 3.13741, 3.1224, -0.599463, 0.0085517, 0.00482963, 0.955364, 0.295269
0.175007, 2.74147, 4.39846, 0.186883, 3.13661, 3.12228, -0.583537, 0.00853, 0.00516438, 0.957682, 0.287655
0.185058, 2.72959, 4.40533, 0.186873, 3.13646, 3.12267, -0.568024, 0.00836103, 0.00511601, 0.959886, 0.280219
0.194937, 2.71751, 4.41302, 0.187464, 3.13538, 3.13025, -0.5437, 0.00463009, 0.00451479, 0.963251, 0.268525
0.210015, 2.69932, 4.42212, 0.187096, 3.13293, 3.13202, -0.516388, 0.00352429, 0.00540969, 0.966827, 0.25535
0.219898, 2.68694, 4.42864, 0.187128, 3.13159, 3.13149, -0.500156, 0.00365572, 0.00609723, 0.968862, 0.247498
0.229908, 2.67439, 4.4348, 0.186969, 3.13163, 3.13154, -0.483822, 0.00368464, 0.00603808, 0.970852, 0.239577
0.24003, 2.66177, 4.44081, 0.186708, 3.1312, 3.13078, -0.467426, 0.00405444, 0.00630634, 0.972779, 0.231612
0.249983, 2.64922, 4.44674, 0.186498, 3.1301, 3.13018, -0.450844, 0.00427728, 0.00687574, 0.974661, 0.223542
0.259855, 2.63625, 4.45236, 0.186503, 3.12926, 3.13069, -0.434392, 0.00399409, 0.00719363, 0.976465, 0.215518
0.270062, 2.6231, 4.45764, 0.186782, 3.12915, 3.13277, -0.417643, 0.00302369, 0.00700045, 0.978242, 0.207328
0.280014, 2.61015, 4.4634, 0.187383, 3.12711, 3.12606, -0.408986, 0.00613185, 0.00866879, 0.979097, 0.203114
0.289842, 2.59708, 4.46832, 0.187491, 3.12481, 3.12416, -0.392495, 0.00691293, 0.00992801, 0.980719, 0.195048
0.300102, 2.58402, 4.47316, 0.187449, 3.12256, 3.12232, -0.375244, 0.00768996, 0.0111444, 0.982343, 0.186596
0.310063, 2.57076, 4.47769, 0.187259, 3.12153, 3.12095, -0.358529, 0.0083647, 0.0117098, 0.983855, 0.178389
0.320035, 2.55729, 4.48193, 0.187089, 3.12225, 3.12187, -0.341757, 0.00807446, 0.0112095, 0.985325, 0.170126
0.329842, 2.54367, 4.48591, 0.187004, 3.12315, 3.12269, -0.325747, 0.00783219, 0.0106292, 0.986665, 0.162226
0.340008, 2.52997, 4.48988, 0.187155, 3.12338, 3.12397, -0.309119, 0.00730261, 0.0103535, 0.987988, 0.154012
0.355005, 2.50934, 4.49543, 0.18729, 3.12242, 3.12381, -0.284169, 0.00744591, 0.0107474, 0.989826, 0.141679
0.365098, 2.49554, 4.49877, 0.187224, 3.12381, 3.1234, -0.267557, 0.00782956, 0.0100258, 0.990974, 0.133449
0.375012, 2.48168, 4.50193, 0.187142, 3.12462, 3.12356, -0.251136, 0.00788076, 0.00954885, 0.992041, 0.125305
0.385031, 2.46767, 4.5048, 0.187021, 3.12571, 3.12414, -0.23475, 0.00773609, 0.00890764, 0.993042, 0.117166
0.3949, 2.45356, 4.50726, 0.186935, 3.12711, 3.12463, -0.218792, 0.00764057, 0.00812333, 0.993954, 0.109232
0.404993, 2.43931, 4.50971, 0.187077, 3.12719, 3.12549, -0.202776, 0.00728082, 0.00797809, 0.994801, 0.101266
0.415065, 2.42578, 4.51271, 0.187962, 3.13375, 3.12793, -0.18656, 0.00643558, 0.00454058, 0.995619, 0.0931684
0.424948, 2.4103, 4.51321, 0.186161, 3.12258, 3.12354, -0.171241, 0.00817758, 0.0102408, 0.996244, 0.0855943
0.434988, 2.39509, 4.51511, 0.185799, 3.1258, 3.12639, -0.149561, 0.00699026, 0.00844055, 0.997141, 0.0747662
0.445134, 2.38086, 4.51625, 0.185489, 3.12311, 3.1249, -0.132723, 0.00771406, 0.00977507, 0.997716, 0.0663844
0.455054, 2.36644, 4.51754, 0.185348, 3.124, 3.12558, -0.116644, 0.00748169, 0.00924854, 0.998225, 0.058355
0.465031, 2.35204, 4.5186, 0.185423, 3.12493, 3.12665, -0.100729, 0.00703983, 0.00869654, 0.998666, 0.0504024
0.475017, 2.33758, 4.51935, 0.185593, 3.12648, 3.12669, -0.0848193, 0.00712209, 0.00786424, 0.999042, 0.0424508
0.485013, 2.32319, 4.51993, 0.185738, 3.1282, 3.12644, -0.0684127, 0.00734212, 0.00695333, 0.999362, 0.0342486
0.494767, 2.30988, 4.52024, 0.186156, 3.12639, 3.1231, -0.0566146, 0.00902724, 0.00786067, 0.999526, 0.0283718
0.505, 2.29535, 4.52048, 0.186358, 3.12574, 3.12391, -0.0401872, 0.00868182, 0.00810377, 0.999726, 0.0201609
0.515025, 2.28069, 4.52021, 0.186535, 3.12759, 3.12579, -0.0234698, 0.0078163, 0.00709192, 0.999875, 0.0117893
0.530035, 2.25877, 4.51945, 0.186601, 3.12848, 3.12757, 0.00167339, 0.0070168, 0.00655004, 0.999954, -0.000790687
0.540065, 2.24439, 4.51899, 0.186482, 3.1269, 3.12714, 0.01851, 0.00729604, 0.00727767, 0.999905, -0.00920126
0.550029, 2.23009, 4.51826, 0.186251, 3.12496, 3.12555, 0.0352338, 0.00816496, 0.00817435, 0.999779, -0.0175481
0.560031, 2.21578, 4.51714, 0.186138, 3.1247, 3.1249, 0.0518115, 0.00855963, 0.00822512, 0.999596, -0.0258306
