t, a_x, a_y, a_z, w_x, w_y, w_z, qx, qy, qz, qw 
0, 0.119714, -0.0430969, 9.74949, 0.00639178, -0.0010653, -0.0117183, 0.00115366, -0.00600389, -0.236454, 0.971624
0.0119426, 0.095771, -0.0143656, 9.68724, 0.00639178, -0.00213059, -0.00958767, 0.00115366, -0.00600389, -0.236454, 0.971624
0.0179353, 0.0814053, -0, 9.64414, 0.0010653, -0, -0.010653, 0.00115366, -0.00600389, -0.236454, 0.971624
0.0300007, 0.129291, -0.0574626, 9.68245, 0.00426119, -0.00319589, -0.00745708, 0.00114232, -0.00605047, -0.236453, 0.971623
0.0419362, 0.0574626, -0.0383084, 9.67766, 0.00532648, -0, -0.00852238, 0.00114232, -0.00605047, -0.236453, 0.971623
0.0479276, 0.095771, -0.0239427, 9.73512, 0.00426119, -0.00213059, -0.00639178, 0.00114261, -0.00605041, -0.236407, 0.971635
0.0599651, 0.0670397, 0.00478855, 9.63456, 0.00213059, -0, -0.00852238, 0.00115395, -0.00600384, -0.236407, 0.971635
0.0719261, 0.0766168, -0.0191542, 9.64414, 0.00532648, -0.00426119, -0.00852238, 0.00114261, -0.00605041, -0.236407, 0.971635
0.0779243, 0.0766168, -0.0287313, 9.72554, 0.00426119, 0.0010653, -0.00852238, 0.00115424, -0.00600378, -0.23636, 0.971646
0.0900981, 0.105348, -0.0287313, 9.6585, 0.00639178, -0.00319589, -0.00852238, 0.0011429, -0.00605036, -0.23636, 0.971646
0.101967, 0.0670397, -0.0383084, 9.72554, 0, -0, -0.00745708, 0.00115424, -0.00600378, -0.23636, 0.971646
0.107923, 0.134079, -0.0191542, 9.74949, 0.00213059, -0, -0.00745708, 0.00114319, -0.00605031, -0.236314, 0.971657
0.119959, 0.052674, -0.0239427, 9.7016, 0, -0.00213059, -0.00639178, 0.00110766, -0.00599245, -0.236361, 0.971646
0.131953, 0.110137, -0.0143656, 9.69681, 0.00426119, 0.0010653, -0.00852238, 0.00110737, -0.0059925, -0.236407, 0.971635
0.137945, 0.0814053, -0.0239427, 9.6585, 0.00426119, -0.0010653, -0.00958767, 0.00110737, -0.0059925, -0.236407, 0.971635
0.149988, 0.158022, -0.0287313, 9.73991, 0.00532648, -0.0010653, -0.0117183, 0.00109575, -0.00603913, -0.236454, 0.971623
0.161941, 0.0766168, 0.0239427, 9.67287, 0.00745708, -0.00213059, -0.010653, 0.00114261, -0.00605041, -0.236407, 0.971635
0.167939, 0.0909824, -0.0383084, 9.75906, 0.00532648, 0.00319589, -0.00852238, 0.00114232, -0.00605047, -0.236453, 0.971623
0.179999, 0.10056, -0.0191542, 9.72554, 0.00426119, -0.00639178, -0.010653, 0.00114232, -0.00605047, -0.236453, 0.971623
0.191919, 0.0574626, 0.00478855, 9.69681, 0.00319589, 0.00213059, -0.00852238, 0.00114232, -0.00605047, -0.236453, 0.971623
0.197918, 0.0909824, -0.0622511, 9.72076, 0.00532648, -0.00319589, -0.00745708, 0.00114203, -0.00605052, -0.2365, 0.971612
0.210036, 0.105348, -0.0574626, 9.71118, 0.00319589, -0, -0.00639178, 0.00114203, -0.00605052, -0.2365, 0.971612
0.221937, 0.0718282, -0.0478855, 9.72554, 0.00319589, 0.00745708, -0.0117183, 0.00115337, -0.00600395, -0.2365, 0.971612
0.227923, 0.119714, -0.0095771, 9.63935, 0.010653, -0.00532648, -0.0117183, 0.00115337, -0.00600395, -0.2365, 0.971612
0.239969, 0.0239427, -0, 9.61541, -0.0010653, 0.00426119, -0.00745708, 0.00116471, -0.00595737, -0.2365, 0.971612
0.251943, 0.0861939, -0.0430969, 9.74949, 0.00319589, -0.00319589, -0.010653, 0.00116471, -0.00595737, -0.2365, 0.971612
0.257931, 0.0718282, -0.0095771, 9.62498, 0.00426119, -0, -0.00958767, 0.001165, -0.00595731, -0.236454, 0.971624
0.270027, 0.0239427, -0.0478855, 9.71118, 0.00852238, -0, -0.00639178, 0.00116471, -0.00595737, -0.2365, 0.971612
0.281929, 0.138868, -0.0335198, 9.73512, 0.00532648, -0.00213059, -0.00532648, 0.001165, -0.00595731, -0.236454, 0.971624
0.287916, 0.0335198, -0.00478855, 9.68245, 0.00426119, -0.00213059, -0.010653, 0.001165, -0.00595731, -0.236454, 0.971624
0.299967, 0.110137, -0.052674, 9.73033, 0.00745708, -0.0010653, -0.0117183, 0.00116471, -0.00595737, -0.2365, 0.971612
0.311946, 0.0622511, 0.0239427, 9.72076, 0.00639178, -0.00639178, -0.00958767, 0.001211, -0.00596877, -0.236547, 0.971601
0.317932, 0.0191542, -0.0478855, 9.73512, 0, -0, -0.00958767, 0.001211, -0.00596877, -0.236547, 0.971601
0.330037, 0.0622511, -0.0239427, 9.71597, 0.00852238, -0.0010653, -0.00852238, 0.001211, -0.00596877, -0.236547, 0.971601
0.341951, 0.105348, -0.0239427, 9.73512, 0, -0.00532648, -0.00745708, 0.001211, -0.00596877, -0.236547, 0.971601
0.347938, 0.0909824, -0.0239427, 9.67287, 0.00213059, 0.0010653, -0.00852238, 0.00116443, -0.00595743, -0.236547, 0.971601
0.36001, 0.0622511, -0, 9.72554, 0.00745708, -0.0010653, -0.00852238, 0.001211, -0.00596877, -0.236547, 0.971601
0.371966, 0.110137, -0.0335198, 9.67766, 0.00213059, -0.0010653, -0.0117183, 0.001211, -0.00596877, -0.236547, 0.971601
0.37793, 0.0861939, -0.0143656, 9.69202, 0.00213059, 0.00213059, -0.00639178, 0.001211, -0.00596877, -0.236547, 0.971601
0.390052, 0.0574626, -0.0095771, 9.73033, 0.00958767, -0, -0.00852238, 0.00121129, -0.00596871, -0.2365, 0.971612
0.401948, 0.0574626, -0.0191542, 9.67766, 0.0010653, -0.0010653, -0.00958767, 0.00122263, -0.00592213, -0.2365, 0.971613
0.407923, 0.10056, -0.052674, 9.75906, 0.00213059, 0.0010653, -0.00958767, 0.00122263, -0.00592213, -0.2365, 0.971613
0.41995, 0.0861939, -0.0095771, 9.67766, 0.00852238, -0.0010653, -0.00639178, 0.00122263, -0.00592213, -0.2365, 0.971613
0.431922, 0.0909824, -0.0143656, 9.66808, 0, -0, -0.0127836, 0.00122263, -0.00592213, -0.2365, 0.971613
0.437938, 0.0718282, -0.0430969, 9.73033, 0.00319589, -0.0010653, -0.0117183, 0.00117605, -0.00591079, -0.236501, 0.971613
0.449992, 0.105348, 0.00478855, 9.70639, 0.00852238, -0.00213059, -0.010653, 0.00122291, -0.00592207, -0.236454, 0.971624
0.461931, 0.0861939, -0.0191542, 9.67287, 0.00426119, -0.00213059, -0.010653, 0.00122291, -0.00592207, -0.236454, 0.971624
0.467946, 0.10056, -0.0478855, 9.7016, 0.00213059, -0, -0.010653, 0.00121157, -0.00596865, -0.236454, 0.971624
0.47998, 0.095771, -0.0143656, 9.67287, 0.010653, -0, -0.00852238, 0.00121157, -0.00596865, -0.236454, 0.971624
0.49192, 0.0335198, 0.00478855, 9.63456, 0.0010653, 0.0010653, -0.00639178, 0.00126977, -0.00593335, -0.236407, 0.971635
0.497928, 0.0622511, -0.0574626, 9.72076, 0.0010653, 0.0010653, -0.010653, 0.00122319, -0.00592201, -0.236407, 0.971635
0.510127, 0.0909824, -0.0670397, 9.69202, 0.010653, -0.0010653, -0.00745708, 0.00123425, -0.00587549, -0.236454, 0.971624
0.521937, 0.10056, 0.00478855, 9.68724, 0.00319589, -0, -0.00958767, 0.00122319, -0.00592201, -0.236407, 0.971635
0.527925, 0.0766168, 0.00478855, 9.73991, 0.00213059, -0.00319589, -0.00745708, 0.00126977, -0.00593335, -0.236407, 0.971635
0.539951, 0.0861939, -0.0335198, 9.73512, 0.00852238, -0, -0.010653, 0.00127006, -0.00593329, -0.23636, 0.971647
0.551979, 0.0670397, -0.0478855, 9.67766, 0.00426119, -0, -0.00852238, 0.00128111, -0.00588677, -0.236407, 0.971635
0.557943, 0.0909824, -0.0383084, 9.70639, -0.0010653, -0.0010653, -0.010653, 0.00123481, -0.00587538, -0.236361, 0.971647
0.570024, 0.134079, -0.0622511, 9.76385, 0.00958767, -0, -0.00745708, 0.00122376, -0.0059219, -0.236314, 0.971658
0.581946, 0.124502, -0.0191542, 9.79258, 0.00639178, -0, -0.0117183, 0.00122376, -0.0059219, -0.236314, 0.971658
0.587931, 0.095771, -0.0622511, 9.66808, 0.00213059, -0.00213059, -0.00532648, 0.00122376, -0.0059219, -0.236314, 0.971658
0.599975, 0.114925, -0.0095771, 9.69681, 0.00213059, 0.0010653, -0.00639178, 0.00122348, -0.00592195, -0.236361, 0.971647
0.61195, 0.095771, -0.0335198, 9.72554, 0.00852238, 0.0010653, -0.00745708, 0.00122376, -0.0059219, -0.236314, 0.971658
0.617922, 0.0909824, 0.0143656, 9.62498, 0.00639178, -0.00532648, -0.010653, 0.00127006, -0.00593329, -0.23636, 0.971647
0.630085, 0.095771, -0.0766168, 9.7016, 0, 0.0010653, -0.00639178, 0.00122376, -0.0059219, -0.236314, 0.971658
0.641941, 0.0718282, -0.0383084, 9.76864, 0.00426119, -0, -0.00958767, 0.00122376, -0.0059219, -0.236314, 0.971658
0.647926, 0.10056, -0.0335198, 9.68245, 0.00852238, 0.0010653, -0.010653, 0.00122376, -0.0059219, -0.236314, 0.971658
0.660036, 0.0909824, -0.0143656, 9.69202, 0.00213059, -0.00213059, -0.00745708, 0.00122376, -0.0059219, -0.236314, 0.971658
0.671937, 0.110137, -0.0335198, 9.7447, 0, -0.0010653, -0.00958767, 0.00122376, -0.0059219, -0.236314, 0.971658
0.677922, 0.095771, -0.0239427, 9.74949, 0.010653, -0, -0.00852238, 0.00122348, -0.00592195, -0.236361, 0.971647
0.689994, 0.138868, 0.0383084, 9.74949, 0.00426119, 0.0010653, -0.00958767, 0.00127006, -0.00593329, -0.23636, 0.971647
0.701933, 0.153234, 0.00478855, 9.65372, 0.00426119, -0.0010653, -0.00745708, 0.00127006, -0.00593329, -0.23636, 0.971647
0.707921, 0.10056, -0.0191542, 9.70639, 0.00639178, -0.00213059, -0.00852238, 0.00127006, -0.00593329, -0.23636, 0.971647
0.719923, 0.0909824, -0.0430969, 9.66808, 0.00639178, -0, -0.00852238, 0.0013053, -0.00599119, -0.23636, 0.971646
0.731926, 0.105348, -0, 9.68724, 0.00852238, -0.00213059, -0.00852238, 0.0013053, -0.00599119, -0.23636, 0.971646
0.737934, 0.10056, -0.0670397, 9.6202, 0.0010653, -0.00319589, -0.00852238, 0.0013053, -0.00599119, -0.23636, 0.971646
0.750017, 0.0574626, -0.0335198, 9.65372, 0.00426119, -0.00319589, -0.00852238, 0.00130559, -0.00599113, -0.236313, 0.971658
