t, x, y, z, angX, angY, angZ, qx, qy, qz, qw
0, 1.92468, 1.17586, 0.176437, 0.000894922, -0.0233212, 0.0287734, 0.000279636, -0.0116656, 0.01438, 0.999829
0.0101833, 1.9247, 1.17582, 0.176425, 0.000449886, -0.023366, 0.0288613, 5.63202e-05, -0.0116848, 0.0144265, 0.999828
0.0202053, 1.92472, 1.17585, 0.176417, 3.14117, -3.11824, -3.11288, -0.00038092, -0.0116743, 0.0143578, 0.999829
0.0301971, 1.92472, 1.17583, 0.176449, 0.000125912, -0.0233844, 0.02881, -0.000105471, -0.0116916, 0.0144028, 0.999828
0.0402441, 1.9247, 1.17581, 0.176477, 2.06415e-05, -0.0230335, 0.0289564, -0.000156413, -0.0115154, 0.0144766, 0.999829
0.050241, 1.92472, 1.17582, 0.17645, 3.14159, -3.11824, -3.11273, -0.000170655, -0.0116738, 0.014428, 0.999828
0.0601649, 1.92472, 1.17584, 0.176455, 0.000290103, -0.0232131, 0.0287361, -2.17279e-05, -0.0116072, 0.0143649, 0.999829
0.0702822, 1.92467, 1.17571, 0.176359, 0.000299165, -0.0236337, 0.0292958, -2.35258e-05, -0.0118175, 0.0146446, 0.999823
0.0802372, 1.92472, 1.17577, 0.176466, 2.89839e-05, -0.0232274, 0.0290767, -0.000154345, -0.0116124, 0.0145367, 0.999827
0.0952363, 1.9247, 1.17582, 0.176471, 3.14113, -3.11848, -3.11271, -0.000397173, -0.0115523, 0.0144402, 0.999829
0.105176, 1.92469, 1.17586, 0.176426, 0.000360039, -0.0233945, 0.0287797, 1.16771e-05, -0.0116983, 0.0143862, 0.999828
0.115247, 1.92471, 1.17585, 0.17647, 3.14141, -3.11849, -3.11283, -0.000259885, -0.0115499, 0.0143819, 0.99983
0.125213, 1.92472, 1.17577, 0.1764, 0.000115846, -0.023577, 0.0290713, -0.000113431, -0.0117878, 0.0145335, 0.999825
0.13535, 1.92472, 1.17577, 0.176396, 0.000693587, -0.023655, 0.0291009, 0.000174647, -0.011831, 0.0145448, 0.999824
0.145215, 1.92471, 1.17576, 0.176456, 3.14144, -3.11827, -3.11249, -0.000246667, -0.0116588, 0.01455, 0.999826
0.155188, 1.9247, 1.17586, 0.17643, 0.000182858, -0.0233946, 0.0287039, -7.64566e-05, -0.0116972, 0.0143494, 0.999829
0.165049, 1.92469, 1.17577, 0.17641, 0.000781424, -0.0234718, 0.0291225, 0.000219765, -0.0117401, 0.0145551, 0.999825
0.17519, 1.92474, 1.17581, 0.176449, 2.16414e-05, -0.0233279, 0.0289642, -0.00015809, -0.0116626, 0.0144805, 0.999827
0.185172, 1.92472, 1.17582, 0.17637, 8.49736e-05, -0.0235959, 0.0288883, -0.000127922, -0.0117971, 0.0144421, 0.999826
0.195205, 1.92474, 1.17583, 0.176442, 3.14133, -3.11833, -3.11278, -0.000299986, -0.0116282, 0.0144077, 0.999829
0.20514, 1.92472, 1.17582, 0.176389, 0.000487036, -0.0235017, 0.028932, 7.34976e-05, -0.0117529, 0.0144617, 0.999826
0.215252, 1.92474, 1.1758, 0.176389, 3.14134, -3.11801, -3.11252, -0.000298397, -0.0117855, 0.0145387, 0.999825
0.225236, 1.9247, 1.1758, 0.176379, 3.14136, -3.11799, -3.1124, -0.000286481, -0.0117992, 0.0145976, 0.999824
0.235234, 1.92469, 1.17585, 0.176508, 3.14093, -3.11871, -3.1128, -0.000498442, -0.0114347, 0.0144001, 0.999831
0.245241, 1.92473, 1.17589, 0.176467, 9.25179e-05, -0.023192, 0.0285863, -0.000119483, -0.0115952, 0.0142912, 0.999831
0.255149, 1.92468, 1.17583, 0.176462, 3.14134, -3.11854, -3.1127, -0.000294665, -0.0115212, 0.0144446, 0.999829
0.270029, 1.9247, 1.17575, 0.176426, 1.82977e-05, -0.0233225, 0.0293078, -0.000161725, -0.0116599, 0.0146523, 0.999825
0.280298, 1.9247, 1.17591, 0.176516, 3.14093, -3.11874, -3.11299, -0.000494401, -0.0114195, 0.0143027, 0.999832
0.290163, 1.92472, 1.17576, 0.17635, 3.719e-05, -0.0235801, 0.0291319, -0.000153132, -0.0117888, 0.0145642, 0.999824
0.300167, 1.92469, 1.17575, 0.176366, 0.000111706, -0.0234906, 0.0291635, -0.000115414, -0.0117446, 0.0145796, 0.999825
0.310269, 1.9247, 1.1758, 0.176432, 7.10817e-05, -0.0231898, 0.0289257, -0.000132151, -0.0115939, 0.014461, 0.999828
0.320152, 1.92473, 1.17586, 0.176473, 3.14115, -3.11854, -3.11284, -0.000389176, -0.0115215, 0.0143791, 0.99983
0.330247, 1.92471, 1.17579, 0.176432, 0.000156159, -0.0234001, 0.0290539, -9.18906e-05, -0.0116997, 0.0145246, 0.999826
0.340247, 1.92469, 1.17581, 0.17644, 3.14153, -3.11836, -3.11269, -0.000200673, -0.0116129, 0.0144517, 0.999828
0.35025, 1.9247, 1.17582, 0.176452, 3.14119, -3.11834, -3.11259, -0.000367968, -0.0116199, 0.0145006, 0.999827
0.3602, 1.9247, 1.17582, 0.176465, 3.14131, -3.11845, -3.11262, -0.000311233, -0.0115689, 0.0144856, 0.999828
0.370239, 1.92474, 1.17578, 0.176422, 3.14064, -3.1183, -3.11255, -0.000643255, -0.0116375, 0.0145256, 0.999827
0.380223, 1.92472, 1.17583, 0.17643, 3.14038, -3.11831, -3.11286, -0.000771373, -0.0116292, 0.0143722, 0.999829
0.390067, 1.9247, 1.17575, 0.176415, 3.14155, -3.11819, -3.11249, -0.000192423, -0.0116979, 0.0145493, 0.999826
0.400158, 1.9247, 1.17574, 0.176409, 3.14066, -3.11823, -3.11241, -0.000638443, -0.0116714, 0.0145941, 0.999825
0.410261, 1.92472, 1.17585, 0.176452, 5.56029e-05, -0.0232638, 0.0288344, -0.000139893, -0.0116308, 0.0144154, 0.999828
0.420188, 1.92468, 1.17576, 0.176404, 3.14114, -3.1182, -3.11243, -0.00039439, -0.0116892, 0.0145844, 0.999825
0.430236, 1.92474, 1.17579, 0.176363, 3.20228e-05, -0.0236618, 0.0289373, -0.000155159, -0.0118296, 0.014467, 0.999825
0.44027, 1.9247, 1.17577, 0.17641, 3.14118, -3.11828, -3.11256, -0.000373825, -0.0116495, 0.0145175, 0.999827
0.450239, 1.92469, 1.17584, 0.176419, 3.1415, -3.11828, -3.11273, -0.000215388, -0.0116538, 0.0144315, 0.999828
0.460148, 1.92469, 1.1758, 0.176476, 3.1412, -3.1186, -3.11253, -0.000364223, -0.0114897, 0.0145329, 0.999828
0.475229, 1.92471, 1.17592, 0.176531, 3.13995, -3.11864, -3.1129, -0.000983796, -0.0114615, 0.0143532, 0.999831
0.485208, 1.92468, 1.1758, 0.176409, 0.000293957, -0.0233396, 0.0289629, -2.20332e-05, -0.0116704, 0.0144783, 0.999827
0.495228, 1.92471, 1.17589, 0.176427, 3.14145, -3.11824, -3.11315, -0.000235433, -0.011674, 0.014222, 0.999831
0.505176, 1.9247, 1.17583, 0.176462, 3.14089, -3.11834, -3.11267, -0.000517372, -0.0116177, 0.0144655, 0.999828
0.51522, 1.92473, 1.17589, 0.176455, 3.1413, -3.11837, -3.11303, -0.00031271, -0.0116074, 0.0142828, 0.999831
0.525157, 1.92473, 1.17586, 0.176434, 3.14131, -3.11821, -3.11273, -0.000309086, -0.0116869, 0.014432, 0.999828
0.535272, 1.92469, 1.17577, 0.176427, 3.14119, -3.11831, -3.1125, -0.000370906, -0.0116348, 0.0145481, 0.999826
0.545256, 1.92468, 1.1758, 0.176499, 3.14112, -3.11845, -3.11256, -0.00040429, -0.0115645, 0.0145161, 0.999828
0.555094, 1.9247, 1.17583, 0.176467, 3.14046, -3.11835, -3.11257, -0.000732594, -0.0116119, 0.0145165, 0.999827
0.565207, 1.92466, 1.17562, 0.176316, 0.000139158, -0.0237796, 0.0297089, -0.000107039, -0.0118892, 0.014852, 0.999819
0.575263, 1.92469, 1.17578, 0.176439, 3.1415, -3.11821, -3.11257, -0.000217561, -0.0116883, 0.0145088, 0.999826
0.585243, 1.92465, 1.1757, 0.176406, 0.0007143, -0.023524, 0.0292983, 0.000184794, -0.0117657, 0.0146434, 0.999824
0.595222, 1.9247, 1.17584, 0.176416, 3.14155, -3.11817, -3.11277, -0.000191845, -0.0117112, 0.0144104, 0.999828
0.605189, 1.92466, 1.17569, 0.176449, 3.14101, -3.11827, -3.112, -0.000464849, -0.011655, 0.0147998, 0.999822
0.615283, 1.9247, 1.17585, 0.176508, 3.14105, -3.11861, -3.11282, -0.000438697, -0.0114868, 0.0143874, 0.99983
0.62504, 1.92468, 1.17575, 0.176359, 0.00035353, -0.0236036, 0.0291744, 4.58882e-06, -0.0118028, 0.0145836, 0.999824
0.6352, 1.92466, 1.17577, 0.176449, 8.50898e-05, -0.0232448, 0.0291027, -0.000126574, -0.0116215, 0.0145493, 0.999827
0.650253, 1.9247, 1.17578, 0.176419, 3.14149, -3.11822, -3.1126, -0.000221305, -0.0116842, 0.0144933, 0.999827
0.660119, 1.92469, 1.17577, 0.1764, 3.14156, -3.11814, -3.11252, -0.000186621, -0.0117238, 0.0145349, 0.999826
0.670197, 1.92469, 1.17578, 0.176439, 3.14116, -3.11822, -3.11244, -0.000387468, -0.011682, 0.0145752, 0.999825
0.680256, 1.9247, 1.17587, 0.176436, 3.14088, -3.11831, -3.11288, -0.000525694, -0.0116367, 0.0143592, 0.999829
0.690166, 1.9247, 1.17582, 0.17641, 0.00044918, -0.023364, 0.0288537, 5.60263e-05, -0.0116838, 0.0144227, 0.999828
0.700212, 1.92471, 1.17586, 0.176496, 3.14099, -3.11856, -3.11287, -0.000464906, -0.011512, 0.0143616, 0.99983
0.710188, 1.92472, 1.17587, 0.17647, 3.14086, -3.11829, -3.11283, -0.000535307, -0.0116429, 0.0143822, 0.999829
0.720191, 1.92471, 1.17587, 0.176429, 3.14117, -3.11823, -3.11278, -0.000377282, -0.0116783, 0.0144059, 0.999828
0.730171, 1.92468, 1.17576, 0.176409, 0.000272062, -0.023398, 0.0291426, -3.44523e-05, -0.0116995, 0.0145682, 0.999825
0.740261, 1.92472, 1.17593, 0.176467, 3.14124, -3.11848, -3.11303, -0.000339432, -0.0115543, 0.0142812, 0.999831
0.750216, 1.92469, 1.17573, 0.176392, 3.14105, -3.11802, -3.11212, -0.000443582, -0.0117792, 0.0147364, 0.999822
0.760218, 1.92469, 1.1758, 0.176417, 3.14135, -3.11819, -3.11259, -0.000291417, -0.011699, 0.0145027, 0.999826
0.770242, 1.92471, 1.17593, 0.176516, 3.1413, -3.1185, -3.11309, -0.000310259, -0.0115447, 0.0142514, 0.999832
0.780222, 1.92468, 1.17581, 0.176452, 3.1409, -3.11843, -3.11251, -0.000515678, -0.0115764, 0.0145419, 0.999827
0.790277, 1.92468, 1.17579, 0.176414, 3.14109, -3.11812, -3.11246, -0.000420977, -0.011733, 0.014566, 0.999825
0.800237, 1.92471, 1.17573, 0.176391, 3.14104, -3.11812, -3.11234, -0.000449161, -0.0117324, 0.0146267, 0.999824
0.815247, 1.92466, 1.17576, 0.17647, 3.14078, -3.11833, -3.11234, -0.000577771, -0.0116258, 0.0146304, 0.999825
0.825229, 1.92468, 1.17583, 0.176418, 0.000236199, -0.023448, 0.0288236, -5.08754e-05, -0.0117242, 0.0144089, 0.999827
0.835268, 1.92468, 1.1758, 0.176441, 0.000503611, -0.0235199, 0.0289855, 8.1337e-05, -0.0117621, 0.0144883, 0.999826
0.845229, 1.9247, 1.17583, 0.176561, 3.14067, -3.11877, -3.11283, -0.000627613, -0.011402, 0.0143834, 0.999831
0.855237, 1.92469, 1.1758, 0.176457, 3.1415, -3.11828, -3.11265, -0.000215374, -0.0116556, 0.0144685, 0.999827
0.865261, 1.92471, 1.17589, 0.176478, 3.14087, -3.11837, -3.11281, -0.000528873, -0.0116031, 0.014395, 0.999829
0.875051, 1.92472, 1.1758, 0.176388, 3.14129, -3.11805, -3.11254, -0.000320111, -0.0117658, 0.0145274, 0.999825
