t, x, y, z, angX, angY, angZ, qx, qy, qz, qw
0, 1.98257, 1.91009, 0.17821, 3.13404, -3.12689, 2.90086, -0.00286593, -0.0077493, -0.120045, 0.992734
0.0100937, 1.98919, 1.90877, 0.178198, 3.13951, -3.12538, 2.90503, -7.51811e-05, -0.00817251, -0.117995, 0.992981
0.0202057, 1.99586, 1.90767, 0.178203, 3.1412, -3.12483, 2.91224, 0.000762359, -0.00834719, -0.114418, 0.993397
0.0301454, 2.00259, 1.90654, 0.178169, 3.14113, -3.12481, 2.92009, 0.000698765, -0.00836613, -0.110517, 0.993839
0.0401616, 2.00926, 1.9055, 0.178252, 3.14159, -3.12479, 2.92777, 0.000894648, -0.00835294, -0.106706, 0.994255
0.050354, 2.01605, 1.90454, 0.178202, 0.000910853, -0.0174722, -0.206271, 0.00135238, -0.00864269, -0.102953, 0.994648
0.0601671, 2.02295, 1.90369, 0.178251, 0.000769381, -0.0176518, -0.198756, 0.00125842, -0.00874406, -0.0992139, 0.995027
0.0701797, 2.02982, 1.90294, 0.178341, 3.14141, -3.12457, 2.95002, 0.000721516, -0.00848352, -0.0956345, 0.99538
0.0801494, 2.03679, 1.90222, 0.17838, 0.000884826, -0.0173672, -0.184055, 0.00123852, -0.00860611, -0.0918981, 0.99573
0.0900919, 2.04381, 1.90151, 0.178365, 3.14051, -3.12521, 2.96541, 0.000180498, -0.00820492, -0.0879703, 0.996089
0.100015, 2.05087, 1.90083, 0.178371, 0.000745721, -0.0167206, -0.168596, 0.00107544, -0.00829913, -0.0841982, 0.996414
0.110157, 2.058, 1.90029, 0.178366, 3.14159, -3.12512, 2.98051, 0.000661028, -0.00821014, -0.0804509, 0.996725
0.120136, 2.06513, 1.89976, 0.178401, 0.00041172, -0.0168793, -0.153337, 0.000851661, -0.00839897, -0.0765924, 0.997027
0.13515, 2.07595, 1.89903, 0.178389, 0.00130301, -0.0174608, -0.14166, 0.0012677, -0.00866228, -0.0707737, 0.997454
0.145195, 2.08324, 1.89859, 0.178387, 0.00101899, -0.0171238, -0.133787, 0.00108064, -0.00850861, -0.0668453, 0.997726
0.155184, 2.09063, 1.89816, 0.178351, 0.00131681, -0.0170868, -0.12581, 0.00119414, -0.00848499, -0.0628666, 0.997985
0.164944, 2.09813, 1.89779, 0.178355, 0.00130822, -0.0165185, -0.117757, 0.00113896, -0.00820636, -0.0588477, 0.998233
0.17509, 2.1056, 1.89755, 0.178378, 0.00201879, -0.016648, -0.109901, 0.00146501, -0.0082559, -0.0549292, 0.998455
0.18514, 2.11317, 1.89737, 0.178495, 0.00199808, -0.0158484, -0.101967, 0.00140154, -0.00786293, -0.0509679, 0.998668
0.195108, 2.12081, 1.89717, 0.178712, 0.00220296, -0.0149888, -0.0937657, 0.00145146, -0.00743445, -0.0468726, 0.998872
0.205076, 2.1285, 1.89713, 0.178852, 0.00331828, -0.0149987, -0.0855715, 0.00197834, -0.00742147, -0.0427839, 0.999055
0.215145, 2.13613, 1.89706, 0.178924, 0.00207891, -0.0144083, -0.0768683, 0.00131547, -0.0071588, -0.0384312, 0.999235
0.225284, 2.14386, 1.89717, 0.178965, 0.0017731, -0.0143431, -0.0687381, 0.00113244, -0.00713681, -0.0343677, 0.999383
0.235003, 2.15159, 1.89735, 0.178931, 0.00230146, -0.0143018, -0.0606064, 0.00136683, -0.00711267, -0.030306, 0.999514
0.245116, 2.15932, 1.89754, 0.178757, 0.000820002, -0.0138788, -0.0521616, 0.000590814, -0.00692629, -0.02608, 0.999636
0.255122, 2.16708, 1.89775, 0.178769, 0.00181373, -0.013975, -0.0435866, 0.0010589, -0.006966, -0.0217973, 0.999738
0.265095, 2.17481, 1.898, 0.178627, 0.000995412, -0.0146546, -0.0349476, 0.000625645, -0.00731744, -0.0174761, 0.99982
0.279877, 2.18659, 1.89853, 0.178675, 0.00221252, -0.014739, -0.0221097, 0.00118763, -0.00735677, -0.0110625, 0.999911
0.285209, 2.19055, 1.89875, 0.178763, 0.00276832, -0.0144165, -0.0178373, 0.00144835, -0.00719554, -0.00892827, 0.999933
0.299976, 2.20264, 1.89948, 0.178965, 0.00163718, -0.0132259, -0.00426847, 0.000832683, -0.00661114, -0.0021396, 0.999976
0.310107, 2.21071, 1.90005, 0.17896, 0.000669274, -0.012672, 0.00474364, 0.000319602, -0.00633675, 0.00236965, 0.999977
0.320139, 2.21878, 1.90067, 0.178931, 0.000501996, -0.0123629, 0.0137987, 0.000208339, -0.00618302, 0.00689763, 0.999957
0.330144, 2.22688, 1.90138, 0.178905, 0.00124078, -0.0125735, 0.0229612, 0.000548161, -0.00629341, 0.0114762, 0.999914
0.340011, 2.2349, 1.90222, 0.17887, 0.000171558, -0.0127357, 0.0321576, -1.66162e-05, -0.00636836, 0.0160773, 0.99985
0.350169, 2.24301, 1.90297, 0.178949, 0.000375019, -0.0124956, 0.0415525, 5.76702e-05, -0.00625028, 0.0207732, 0.999765
0.360153, 2.25117, 1.90386, 0.178989, 0.00229485, -0.0125799, 0.0508532, 0.000987119, -0.00631702, 0.0254161, 0.999657
0.370264, 2.25932, 1.90488, 0.179106, 0.00349445, -0.0124522, 0.0599502, 0.00155981, -0.00627563, 0.0299591, 0.99953
0.38008, 2.26745, 1.90596, 0.179208, 0.00154224, -0.0127313, 0.0694001, 0.000549798, -0.00638854, 0.0346875, 0.999378
0.390171, 2.27562, 1.90699, 0.179081, 0.00336293, -0.0135668, 0.0788214, 0.00141285, -0.00684432, 0.0393882, 0.9992
0.400101, 2.28377, 1.90815, 0.179004, 0.0035738, -0.0136746, 0.088117, 0.00148398, -0.00690932, 0.044031, 0.999005
0.410058, 2.29201, 1.90954, 0.179132, 0.00175789, -0.0129219, 0.0972902, 0.000563721, -0.00649601, 0.0486192, 0.998796
0.420194, 2.30027, 1.91103, 0.17918, 0.00121382, -0.0125015, 0.1062, 0.000274284, -0.00627411, 0.0530703, 0.998571
0.429961, 2.30852, 1.91256, 0.179286, 0.00187023, -0.0119822, 0.115093, 0.000588975, -0.0060349, 0.0575083, 0.998327
0.439941, 2.31683, 1.91423, 0.17945, 0.00118606, -0.0116076, 0.124112, 0.000231954, -0.00582936, 0.0620115, 0.998058
0.450164, 2.32502, 1.91595, 0.179473, 0.000819736, -0.0122612, 0.133249, 8.04677e-07, -0.00614427, 0.0665717, 0.997763
0.465079, 2.33741, 1.91867, 0.179509, 0.000925764, -0.0126229, 0.147079, -2.09742e-06, -0.00632834, 0.073469, 0.997277
0.475136, 2.34578, 1.92049, 0.179551, 0.00135826, -0.0123478, 0.15687, 0.000193281, -0.00620808, 0.0783491, 0.996907
0.485222, 2.35409, 1.92232, 0.17945, 0.00379181, -0.0124243, 0.166146, 0.00137387, -0.00634797, 0.0829639, 0.996531
0.495036, 2.36247, 1.92425, 0.179495, 0.00448367, -0.0126555, 0.17592, 0.00167726, -0.00650016, 0.0878306, 0.996113
0.505152, 2.37079, 1.92633, 0.179423, 0.00404315, -0.0129689, 0.185674, 0.0014117, -0.00664388, 0.0926885, 0.995672
0.515169, 2.37916, 1.92855, 0.179433, 0.00320483, -0.0131023, 0.195727, 0.000954622, -0.00667633, 0.0976947, 0.995194
0.525171, 2.38753, 1.93092, 0.179429, 0.00282852, -0.0127899, 0.205168, 0.000751928, -0.00650611, 0.102393, 0.994722
0.534984, 2.39593, 1.93325, 0.179489, 0.00339068, -0.0123294, 0.214873, 0.00102449, -0.00631089, 0.107218, 0.994215
0.545192, 2.40426, 1.93575, 0.17975, 0.00226529, -0.0120113, 0.224153, 0.000453841, -0.00609459, 0.111833, 0.993708
0.555169, 2.41252, 1.93835, 0.179825, 0.00323427, -0.0123641, 0.232949, 0.000887723, -0.00632807, 0.116199, 0.993205
0.564965, 2.42077, 1.94095, 0.179859, 0.00346683, -0.0123768, 0.242022, 0.000973669, -0.00635237, 0.120703, 0.992668
0.575209, 2.42909, 1.94366, 0.179781, 0.00450115, -0.0123049, 0.251042, 0.0014626, -0.00638574, 0.125175, 0.992113
0.58519, 2.43732, 1.94647, 0.179801, 0.00409215, -0.0121315, 0.259897, 0.00124277, -0.00627967, 0.129568, 0.99155
0.595186, 2.44557, 1.94931, 0.17972, 0.00523554, -0.0124801, 0.269079, 0.00175706, -0.00653473, 0.134115, 0.990943
0.605218, 2.45387, 1.95224, 0.179737, 0.00593698, -0.0123023, 0.278406, 0.00208623, -0.00650349, 0.138732, 0.990306
0.615148, 2.4623, 1.95523, 0.17982, 0.00712701, -0.0119761, 0.288253, 0.00266645, -0.0064377, 0.143603, 0.989611
0.629946, 2.47495, 1.96001, 0.180027, 0.00679349, -0.0116723, 0.303206, 0.00247634, -0.00628211, 0.151, 0.988511
0.634977, 2.47917, 1.96168, 0.180051, 0.00654564, -0.0113858, 0.308021, 0.00236073, -0.00612751, 0.153381, 0.988145
0.650069, 2.4917, 1.96674, 0.179997, 0.00673595, -0.0114177, 0.323405, 0.00240487, -0.00617652, 0.160976, 0.986936
0.660237, 2.50007, 1.97018, 0.179884, 0.00611995, -0.0119222, 0.333927, 0.00202671, -0.00638669, 0.166167, 0.986075
0.670222, 2.50839, 1.97368, 0.179736, 0.00659265, -0.012225, 0.344254, 0.00220062, -0.00658667, 0.171255, 0.985202
0.680135, 2.51669, 1.97728, 0.179726, 0.00719435, -0.0119889, 0.354308, 0.00248442, -0.00653447, 0.176203, 0.984329
0.690326, 2.52506, 1.98106, 0.179852, 0.00693217, -0.0121386, 0.364887, 0.00230733, -0.00659736, 0.181408, 0.983383
0.700038, 2.53335, 1.98488, 0.179978, 0.00773793, -0.0113744, 0.374849, 0.00274146, -0.00630844, 0.186303, 0.982468
0.710171, 2.54162, 1.98864, 0.179998, 0.00804869, -0.0114338, 0.385124, 0.00285584, -0.0063813, 0.191347, 0.981498
