t, a_x, a_y, a_z, w_x, w_y, w_z, qx, qy, qz, qw 
0, 0.138868, -0.0430969, 9.68245, 0.00532648, 0.0010653, -0.00958767, 0.000223275, -0.00750748, -0.213566, 0.9769
0.00595021, 0.124502, -0.0622511, 9.70639, 0.00532648, -0.00213059, -0.00958767, 0.000223634, -0.00750747, -0.213519, 0.97691
0.0179539, 0.134079, -0.0478855, 9.64893, 0.00745708, -0, -0.00958767, 0.000223994, -0.00750746, -0.213472, 0.97692
0.0299399, 0.10056, -0.0670397, 9.62977, 0.0010653, -0.0010653, -0.00958767, 0.000223994, -0.00750746, -0.213472, 0.97692
0.0359526, 0.138868, -0.0287313, 9.68724, 0.00532648, -0.00213059, -0.00958767, 0.000223634, -0.00750747, -0.213519, 0.97691
0.0479546, 0.095771, -0.0430969, 9.64414, 0.00639178, -0.0010653, -0.00745708, 0.000223994, -0.00750746, -0.213472, 0.97692
0.0599415, 0.095771, -0.0239427, 9.69681, 0.00639178, -0.0010653, -0.00958767, 0.000223994, -0.00750746, -0.213472, 0.97692
0.0659518, 0.158022, -0.0574626, 9.67287, 0.00319589, -0.00213059, -0.00958767, 0.000223634, -0.00750747, -0.213519, 0.97691
0.0779877, 0.0814053, -0.0095771, 9.71118, 0.00532648, -0, -0.00852238, 0.000270105, -0.00751772, -0.213566, 0.9769
0.0899415, 0.138868, -0.0335198, 9.67287, 0.00532648, -0.00426119, -0.010653, 0.000270105, -0.00751772, -0.213566, 0.9769
0.0959511, 0.0814053, -0.0478855, 9.69681, 0.00426119, -0, -0.010653, 0.000270105, -0.00751772, -0.213566, 0.9769
0.107975, 0.119714, -0.0239427, 9.6585, 0.00532648, -0.00319589, -0.00958767, 0.000269745, -0.00751773, -0.213613, 0.976889
0.119949, 0.0766168, -0.0670397, 9.69681, 0.00426119, -0.0010653, -0.010653, 0.000270105, -0.00751772, -0.213566, 0.9769
0.125947, 0.162811, -0.0718282, 9.71597, 0.00852238, -0.00426119, -0.00852238, 0.000269745, -0.00751773, -0.213613, 0.976889
0.137953, 0.138868, -0.0478855, 9.69681, 0, -0, -0.010653, 0.000259504, -0.00756456, -0.213612, 0.976889
0.149945, 0.110137, -0.0622511, 9.70639, 0.00639178, -0, -0.00852238, 0.000259141, -0.00756458, -0.213659, 0.976879
0.156023, 0.134079, -0.0239427, 9.7016, 0.00319589, -0.00319589, -0.00852238, 0.000259141, -0.00756458, -0.213659, 0.976879
0.16795, 0.177176, -0.0670397, 9.7016, 0.00426119, 0.00426119, -0.00958767, 0.000259141, -0.00756458, -0.213659, 0.976879
0.179963, 0.110137, -0.0287313, 9.71597, 0.00319589, -0.00639178, -0.00745708, 0.000258778, -0.00756459, -0.213706, 0.976869
0.185945, 0.129291, -0.0478855, 9.67766, 0.00426119, 0.0010653, -0.00639178, 0.000211949, -0.00755434, -0.213706, 0.976869
0.197946, 0.181965, -0.0191542, 9.7878, 0.00852238, -0.00319589, -0.0117183, 0.000259141, -0.00756458, -0.213659, 0.976879
0.209954, 0.0814053, -0.0622511, 9.66808, 0.00426119, -0, -0.00852238, 0.000259504, -0.00756456, -0.213612, 0.976889
0.215946, 0.158022, -0.0622511, 9.68724, 0.00532648, -0.00213059, -0.00745708, 0.000259504, -0.00756456, -0.213612, 0.976889
0.227952, 0.124502, -0.0478855, 9.71118, 0.00426119, -0.00319589, -0.00958767, 0.000249262, -0.00761139, -0.213612, 0.976889
0.23995, 0.119714, -0.0766168, 9.73512, 0.00532648, 0.00426119, -0.00958767, 0.000259504, -0.00756456, -0.213612, 0.976889
0.245965, 0.177176, -0.0861939, 9.70639, 0.010653, -0.00852238, -0.010653, 0.000248897, -0.0076114, -0.213659, 0.976879
0.25795, 0.0718282, -0.0718282, 9.71597, 0.00213059, 0.00319589, -0.00852238, 0.000248897, -0.0076114, -0.213659, 0.976879
0.269949, 0.158022, -0.0574626, 9.71597, 0.00639178, -0.00213059, -0.00745708, 0.000249262, -0.00761139, -0.213612, 0.976889
0.275945, 0.158022, -0.0191542, 9.66808, 0.00852238, -0.00426119, -0.00958767, 0.000249262, -0.00761139, -0.213612, 0.976889
0.287951, 0.0909824, -0.0478855, 9.69681, 0.00319589, 0.00213059, -0.00639178, 0.000249262, -0.00761139, -0.213612, 0.976889
0.299948, 0.138868, -0.0814053, 9.71597, 0.00745708, -0.00745708, -0.00958767, 0.000249627, -0.00761138, -0.213565, 0.976899
0.305942, 0.119714, -0.0574626, 9.67287, 0.00532648, -0.0010653, -0.00958767, 0.000239755, -0.0076582, -0.213518, 0.976909
0.31795, 0.110137, -0.0335198, 9.7016, 0.00532648, -0, -0.00639178, 0.000286219, -0.00766845, -0.213565, 0.976899
