time, velFL, velFR, velBL, velBR
0, 0, 0, 0, 0
0.0198581, 0, 0, 0, 0
0.039809, 0, 0, 0, 0
0.059746, 0, 0, 0, 0
0.0798061, 0, 0, 0, 0
0.0998151, 0, 0, 0, 0
0.119814, 0, 0, 0, 0
0.139797, 0, 0, 0, 0
0.159797, 0, 0, 0, 0
0.179806, 0, 0, 0, 0
0.199853, 0, 0, 0, 0
0.219812, 0, 0, 0, 0
0.239796, 0, 0, 0, 0
0.259855, 0, 0, 0, 0
0.279917, 0, 0, 0, 0
0.299849, 0, 0, 0, 0
0.319802, 0, 0, 0, 0
0.339811, 0, 0, 0, 0
0.359804, 0, 0, 0, 0
0.379806, 0, 0, 0, 0
0.399751, 0, 0, 0, 0
0.41983, 0, 0, 0, 0
0.439815, 0, 0, 0, 0
0.459804, 0, 0, 0, 0
0.479818, 0, 0, 0, 0
0.499844, 0, 0, 0, 0
0.519811, 0, 0, 0, 0
0.539795, 0, 0, 0, 0
0.559756, 0, 0, 0, 0
0.579846, 0, 0, 0, 0
0.599812, 0, 0, 0, 0
0.619802, 0, 0, 0, 0
0.639799, 0, 0, 0, 0
0.659824, 0, 0, 0, 0
0.679813, 0, 0, 0, 0
0.699852, 0, 0, 0, 0
0.719815, 0, 0, 0, 0
0.73995, 0, 0, 0, 0
0.759878, 0, 0, 0, 0
0.779863, 0, 0, 0, 0
0.799822, 0, 0, 0, 0
0.819831, 0, 0, 0, 0
0.83984, 0, 0, 0, 0
0.859818, 0, 0, 0, 0
0.87981, 0, 0, 0, 0
0.899812, 0, 0, 0, 0
0.919822, 0, 0, 0, 0
0.939804, 0, 0, 0, 0
0.959794, 0, 0, 0, 0
0.97985, 0, 0, 0, 0
0.999834, 0, 0, 0, 0
1.01987, 0, 0, 0, 0
1.03982, 0, 0, 0, 0
1.05982, 0, 0, 0, 0
1.07985, 0, 0, 0, 0
1.09988, 0, 0, 0, 0
1.11982, 0, 0, 0, 0
1.13981, 0, 0, 0, 0
1.15988, 0, 0, 0, 0
1.17983, 0, 0, 0, 0
1.19983, 0, 0, 0, 0
1.21987, 0, 0, 0, 0
1.23988, 0, 0, 0, 0
1.25984, 0, 0, 0, 0
1.27986, 0, 0, 0, 0
1.29998, 0, 0, 0, 0
1.31992, 0, 0, 0, 0
1.33989, 0, 0, 0, 0
1.35982, 0, 0, 0, 0
1.37981, 0, 0, 0, 0
1.39992, 0, 0, 0, 0
1.41994, 0, 0, 0, 0
1.43985, 0, 0, 0, 0
1.45982, 0, 0, 0, 0
1.47984, 0, 0, 0, 0
1.49983, 0, 0, 0, 0
1.51978, 0, 0, 0, 0
1.5398, 0, 0, 0, 0
1.55981, 0, 0, 0, 0
1.57981, 0, 0, 0, 0
1.59987, 0, 0, 0, 0
1.61981, 0, 0, 0, 0
1.63978, 0, 0, 0, 0
1.6598, 0, 0, 0, 0
1.67981, 0, 0, 0, 0
1.6998, 0, 0, 0, 0
