t, a_x, a_y, a_z, w_x, w_y, w_z, qx, qy, qz, qw 
0, -0.0287313, -0.0239427, 9.69681, 0.00319589, -0.00213059, -0.00532648, 0.00320591, 0.000629848, -0.196133, 0.980572
0.0119684, -0.0239427, 0.00478855, 9.70639, 0.0010653, -0.0010653, -0.00958767, 0.00320588, 0.000630002, -0.196086, 0.980581
0.0239785, -0.0430969, -0.0191542, 9.71597, 0.00426119, 0.00319589, -0.00852238, 0.00320588, 0.000630002, -0.196086, 0.980581
0.0299597, -0.0335198, -0.0383084, 9.69202, 0, -0, -0.00745708, 0.00316824, 0.000686561, -0.196039, 0.980591
0.0420017, -0.0143656, -0, 9.70639, 0.00639178, -0, -0.00852238, 0.0031682, 0.000686713, -0.195992, 0.9806
0.0539691, 0.0143656, 0.0143656, 9.6585, 0.00852238, -0, -0.0117183, 0.00320582, 0.000630309, -0.195992, 0.9806
0.0599709, -0.0670397, -0.0287313, 9.74949, 0.00426119, -0.0010653, -0.00532648, 0.00320582, 0.000630309, -0.195992, 0.9806
0.07198, -0.0478855, -0.0383084, 9.68724, 0.00426119, -0.0010653, -0.010653, 0.00320582, 0.000630309, -0.195992, 0.9806
0.0839713, -0.00478855, 0.0191542, 9.67766, 0.00745708, -0, -0.00958767, 0.00320579, 0.000630463, -0.195945, 0.980609
0.0899611, -0.0383084, -0.0287313, 9.73033, 0.00213059, -0, -0.00958767, 0.00320579, 0.000630463, -0.195945, 0.980609
0.102001, -0.0622511, -0.052674, 9.77343, 0.00319589, -0.00213059, -0.00958767, 0.00321518, 0.000677472, -0.195945, 0.980609
0.113956, -0.0143656, 0.00478855, 9.68724, 0.00319589, -0, -0.00958767, 0.00320576, 0.000630617, -0.195898, 0.980619
0.119978, -0.0718282, -0, 9.68245, 0.00426119, 0.0010653, -0.00745708, 0.00321515, 0.000677626, -0.195898, 0.980619
0.131982, -0.0909824, -0.0191542, 9.80216, 0.00532648, 0.0010653, -0.00852238, 0.00321515, 0.000677626, -0.195898, 0.980619
0.143983, -0.00478855, -0.00478855, 9.7016, 0.00532648, -0.00213059, -0.00745708, 0.00321512, 0.00067778, -0.195851, 0.980628
0.149965, 0.0239427, -0.0095771, 9.64414, 0.00213059, -0.00319589, -0.00745708, 0.0032057, 0.000630924, -0.195804, 0.980638
0.162006, -0.052674, -0.0383084, 9.71118, 0.00426119, -0.00319589, -0.00958767, 0.0032057, 0.000630924, -0.195804, 0.980638
0.174011, -0.0574626, -0.0335198, 9.75428, 0.00213059, -0, -0.00639178, 0.00320564, 0.000631231, -0.19571, 0.980656
0.179955, -0.0095771, 0.0143656, 9.70639, 0.00426119, -0, -0.00745708, 0.00320564, 0.000631231, -0.19571, 0.980656
0.191975, -0.0574626, -0.0143656, 9.68724, 0.00319589, -0, -0.00852238, 0.00320564, 0.000631231, -0.19571, 0.980656
0.20396, -0.0574626, -0.0478855, 9.70639, 0.00639178, -0, -0.00745708, 0.00321502, 0.000678243, -0.19571, 0.980656
0.209985, -0.0191542, -0.0718282, 9.7016, 0.00639178, -0, -0.00852238, 0.00321499, 0.000678397, -0.195663, 0.980666
0.222008, -0.0095771, -0.0239427, 9.68724, 0.00639178, -0, -0.00852238, 0.00321499, 0.000678397, -0.195663, 0.980666
0.233964, -0.0095771, -0.0383084, 9.71118, 0.00532648, -0, -0.010653, 0.00320561, 0.000631385, -0.195663, 0.980666
0.239962, -0.0718282, -0.0670397, 9.71597, 0.00426119, -0, -0.00852238, 0.00321499, 0.000678397, -0.195663, 0.980666
0.251979, 0.0287313, 0.0239427, 9.64893, 0.00745708, -0.00319589, -0.00745708, 0.00320561, 0.000631385, -0.195663, 0.980666
0.263974, -0.0814053, -0.0143656, 9.69681, 0.00532648, -0, -0.00745708, 0.00320558, 0.000631539, -0.195616, 0.980675
0.269964, -0.0478855, 0.00478855, 9.72076, 0.00426119, -0, -0.00852238, 0.00326196, 0.000669173, -0.195616, 0.980675
0.281981, 0.00478855, -0, 9.74949, 0.00532648, -0, -0.0117183, 0.00325259, 0.000622161, -0.195616, 0.980675
0.293984, -0.0383084, -0.00478855, 9.69681, 0.00532648, -0, -0.00852238, 0.00326196, 0.000669173, -0.195616, 0.980675
0.299961, -0.0766168, -0.0095771, 9.73512, 0.00532648, -0, -0.00639178, 0.00326193, 0.00066933, -0.195569, 0.980684
0.311983, -0.0191542, -0.0191542, 9.69681, 0.00213059, -0, -0.00958767, 0.0032619, 0.000669486, -0.195522, 0.980694
0.323953, -0.0383084, -0.00478855, 9.71118, 0, -0.00319589, -0.010653, 0.0032619, 0.000669486, -0.195522, 0.980694
0.330001, -0.052674, -0.0478855, 9.69202, 0.00639178, -0.00319589, -0.00745708, 0.00320551, 0.000631846, -0.195522, 0.980694
0.342, -0.10056, -0.0095771, 9.73991, 0.00532648, -0, -0.00958767, 0.00326187, 0.000669642, -0.195475, 0.980703
0.353965, -0.0383084, -0.0143656, 9.74949, 0.00426119, -0.0010653, -0.00958767, 0.00326187, 0.000669642, -0.195475, 0.980703
0.35997, -0.0478855, -0.0287313, 9.68245, 0.00532648, -0.0010653, -0.00639178, 0.00326184, 0.000669799, -0.195428, 0.980712
0.371977, -0.0287313, -0.0430969, 9.71118, 0.00426119, -0, -0.00958767, 0.00326184, 0.000669799, -0.195428, 0.980712
0.383976, 0.0335198, -0, 9.68724, 0.00319589, -0.0010653, -0.00958767, 0.00325247, 0.000622785, -0.195428, 0.980712
0.389996, -0.0430969, -0.0191542, 9.75906, 0.00532648, -0.00213059, -0.00532648, 0.00325247, 0.000622785, -0.195428, 0.980712
0.402014, -0.0814053, -0.0287313, 9.74949, 0.00319589, -0.0010653, -0.00958767, 0.00320542, 0.000632307, -0.195381, 0.980722
0.413964, -0.0287313, -0.0335198, 9.66808, 0.00639178, -0, -0.00958767, 0.00320539, 0.000632461, -0.195334, 0.980731
0.419952, -0.0383084, -0, 9.70639, 0.00532648, -0.0010653, -0.00958767, 0.00325241, 0.000623097, -0.195334, 0.980731
0.432021, -0.052674, -0.0287313, 9.68245, 0.00319589, -0, -0.0117183, 0.00326177, 0.000670111, -0.195334, 0.980731
0.443966, 0, -0.00478855, 9.64414, 0.00532648, -0, -0.0127836, 0.00325241, 0.000623097, -0.195334, 0.980731
