t, a_x, a_y, a_z, w_x, w_y, w_z, qx, qy, qz, qw 
0, 0.0574626, -0.0191542, 9.68724, 0.00426119, -0, -0.010653, 0.00165596, -0.00352361, -0.221998, 0.975039
0.00596237, 0.0718282, -0.00478855, 9.68724, 0.00745708, 0.0010653, -0.00745708, 0.00165579, -0.00352369, -0.222045, 0.975029
0.0179644, 0.0335198, -0.0622511, 9.77822, 0.00426119, -0, -0.00852238, 0.00165579, -0.00352369, -0.222045, 0.975029
0.0299692, 0.10056, -0.0335198, 9.64414, 0.00532648, -0.00213059, -0.010653, 0.00165579, -0.00352369, -0.222045, 0.975029
0.0359683, 0.0095771, -0.0814053, 9.74949, 0.00639178, 0.00213059, -0.0127836, 0.00165579, -0.00352369, -0.222045, 0.975029
0.0479705, 0.0718282, 0.0095771, 9.69202, 0.00958767, -0.00319589, -0.00852238, 0.00170254, -0.00353433, -0.222045, 0.975029
0.059974, 0.0622511, -0.0670397, 9.71597, 0.00319589, -0, -0.00958767, 0.00170237, -0.00353441, -0.222091, 0.975018
0.0659609, 0.0574626, -0.0430969, 9.69681, 0.00639178, -0.0010653, -0.00532648, 0.00170237, -0.00353441, -0.222091, 0.975018
0.0779898, 0.0383084, -0, 9.66329, 0.00426119, -0.00532648, -0.0127836, 0.00170237, -0.00353441, -0.222091, 0.975018
0.0899811, 0.0383084, -0.0430969, 9.66329, 0.00319589, 0.0010653, -0.00852238, 0.00169172, -0.00358115, -0.222091, 0.975018
0.0959673, 0.0287313, -0.0478855, 9.69681, 0.00426119, -0.0010653, -0.00852238, 0.00170237, -0.00353441, -0.222091, 0.975018
0.107983, 0.0814053, -0, 9.67766, 0.00426119, -0, -0.00745708, 0.00169189, -0.00358107, -0.222044, 0.975029
0.119956, 0.0143656, -0.0383084, 9.68724, 0.00213059, -0.00213059, -0.00745708, 0.00170254, -0.00353433, -0.222045, 0.975029
0.125964, 0.0191542, -0.00478855, 9.7447, 0.00532648, -0, -0.00745708, 0.00170254, -0.00353433, -0.222045, 0.975029
0.137973, 0.0478855, -0.052674, 9.73991, 0.00852238, -0.0010653, -0.00745708, 0.00170254, -0.00353433, -0.222045, 0.975029
0.149971, 0.0478855, -0.0287313, 9.71597, 0.00532648, -0, -0.00745708, 0.00170271, -0.00353425, -0.221998, 0.975039
0.15597, 0.0191542, -0.0670397, 9.72076, 0.00532648, -0, -0.010653, 0.00170271, -0.00353425, -0.221998, 0.975039
0.167965, 0.0239427, -0.0430969, 9.71597, 0.00852238, -0, -0.0138489, 0.00170254, -0.00353433, -0.222045, 0.975029
0.179961, 0.0239427, -0.0239427, 9.74949, 0.00426119, -0.0010653, -0.00745708, 0.00170271, -0.00353425, -0.221998, 0.975039
0.185981, 0.052674, -0.0478855, 9.7016, 0.00213059, -0, -0.00958767, 0.00170271, -0.00353425, -0.221998, 0.975039
0.197964, 0.0095771, 0.00478855, 9.72076, 0.00426119, -0.00213059, -0.00532648, 0.00171335, -0.00348751, -0.221998, 0.975039
0.209971, 0.0383084, -0.0287313, 9.76864, 0.00426119, -0.00213059, -0.00958767, 0.00170271, -0.00353425, -0.221998, 0.975039
0.215965, 0.0143656, -0.0383084, 9.68245, 0.0010653, -0, -0.00958767, 0.00171352, -0.00348743, -0.221951, 0.97505
0.22796, 0.0670397, -0.0335198, 9.79258, 0.00213059, -0.0010653, -0.010653, 0.00171352, -0.00348743, -0.221951, 0.97505
0.239964, 0.0287313, -0.0287313, 9.66329, 0.00213059, -0.0010653, -0.00745708, 0.00171352, -0.00348743, -0.221951, 0.97505
0.246006, 0.0670397, -0.0239427, 9.73033, 0.00639178, -0, -0.00958767, 0.00170288, -0.00353417, -0.221951, 0.97505
0.25802, 0.0478855, -0.0335198, 9.73033, 0.00426119, -0.00426119, -0.00639178, 0.00170288, -0.00353417, -0.221951, 0.97505
0.269989, 0.0430969, -0.0383084, 9.68245, 0.00319589, -0.00213059, -0.0117183, 0.00170288, -0.00353417, -0.221951, 0.97505
0.275976, 0.0622511, -0.0335198, 9.69681, 0.00213059, -0.0010653, -0.00852238, 0.0016563, -0.00352345, -0.221904, 0.975061
0.287954, 0.0239427, -0.0191542, 9.69681, 0, 0.00213059, -0.010653, 0.00165613, -0.00352353, -0.221951, 0.97505
0.299974, 0.0670397, -0.0191542, 9.7447, 0.00745708, -0.00213059, -0.00745708, 0.00165613, -0.00352353, -0.221951, 0.97505
0.305952, 0, -0, 9.72076, 0, 0.00319589, -0.00958767, 0.00165613, -0.00352353, -0.221951, 0.97505
0.317964, 0.0718282, -0.0430969, 9.68724, 0.00639178, -0.00319589, -0.00852238, 0.00165613, -0.00352353, -0.221951, 0.97505
0.329965, 0.0287313, -0.0383084, 9.64893, 0.0010653, -0.0010653, -0.00639178, 0.0016563, -0.00352345, -0.221904, 0.975061
