t, x, y, z, angX, angY, angZ, qx, qy, qz, qw
0, -0.335163, 3.15814, 0.147161, 0.0183789, 0.00332267, 0.478543, 0.00932123, -0.000563883, 0.236999, 0.971465
0.00491786, -0.33513, 3.1581, 0.147113, 0.0255358, 0.00651597, 0.476316, 0.0131756, 0.000153747, 0.235933, 0.97168
0.00990725, -0.335176, 3.15812, 0.147133, 0.0189105, 0.00367556, 0.478565, 0.00962123, -0.000455567, 0.237011, 0.971459
0.0149131, -0.335159, 3.15818, 0.147162, 0.0192031, 0.00375352, 0.478543, 0.00977263, -0.000452278, 0.237001, 0.97146
0.0199533, -0.33513, 3.15821, 0.147173, 0.0197729, 0.00399753, 0.478556, 0.0100783, -0.000401339, 0.237008, 0.971455
0.0249341, -0.335149, 3.15808, 0.147151, 0.0172544, 0.00284295, 0.478713, 0.0087181, -0.000664384, 0.23708, 0.971451
0.0299978, -0.335177, 3.15814, 0.147139, 0.0198876, 0.0037491, 0.478484, 0.0101046, -0.000535231, 0.236972, 0.971464
0.0350208, -0.335205, 3.15812, 0.147148, 0.0194601, 0.00365676, 0.478454, 0.00988599, -0.000529284, 0.236958, 0.97147
0.0400903, -0.33515, 3.15815, 0.147127, 0.02504, 0.0064404, 0.476521, 0.0129259, 0.000174194, 0.236032, 0.971659
0.0450289, -0.335155, 3.15803, 0.147064, 0.024915, 0.00609772, 0.476486, 0.0128247, 2.26767e-05, 0.236013, 0.971665
0.0500543, -0.335189, 3.15807, 0.14707, 0.018733, 0.00325911, 0.478598, 0.00948569, -0.000636983, 0.237026, 0.971457
0.0549417, -0.335144, 3.1581, 0.147082, 0.0266831, 0.00687604, 0.476365, 0.0137755, 0.000192999, 0.235959, 0.971665
0.0599337, -0.335167, 3.15817, 0.147157, 0.0186936, 0.00355857, 0.478464, 0.00950208, -0.000486223, 0.236962, 0.971472
0.0650032, -0.335152, 3.15816, 0.147117, 0.0195313, 0.00373125, 0.478645, 0.00992935, -0.000502484, 0.23705, 0.971446
0.069943, -0.335169, 3.15812, 0.147091, 0.0254476, 0.00682826, 0.476473, 0.0131697, 0.000314844, 0.236011, 0.971661
0.0749555, -0.335175, 3.15811, 0.147096, 0.019091, 0.00353388, 0.478635, 0.00969211, -0.000546121, 0.237045, 0.97145
0.0800321, -0.335183, 3.1581, 0.147061, 0.0263176, 0.0068511, 0.476078, 0.013595, 0.000225955, 0.235819, 0.971702
0.0849319, -0.335129, 3.15814, 0.147161, 0.0180532, 0.00333226, 0.478679, 0.00916412, -0.000521253, 0.237066, 0.97145
0.0899613, -0.335195, 3.1581, 0.147097, 0.0260748, 0.00711144, 0.476146, 0.0135077, 0.000380614, 0.235854, 0.971695
0.0950122, -0.335201, 3.15812, 0.147077, 0.0200588, 0.003957, 0.47849, 0.0102124, -0.000454561, 0.236976, 0.971462
0.10001, -0.335158, 3.15816, 0.147137, 0.0185401, 0.00304893, 0.478745, 0.009367, -0.000716891, 0.237096, 0.971441
0.104947, -0.33523, 3.15817, 0.147125, 0.021278, 0.00465254, 0.47809, 0.010887, -0.000259008, 0.236785, 0.971501
0.110003, -0.335182, 3.15806, 0.147091, 0.0253623, 0.00663674, 0.476208, 0.0131056, 0.000233594, 0.235881, 0.971694
0.115111, -0.335177, 3.15809, 0.147141, 0.0252201, 0.00649739, 0.476047, 0.0130201, 0.000183708, 0.235802, 0.971714
0.120059, -0.33515, 3.15811, 0.147072, 0.0263938, 0.00686682, 0.476313, 0.0136339, 0.00022301, 0.235934, 0.971674
0.1249, -0.335152, 3.15817, 0.147179, 0.0188204, 0.0036175, 0.478583, 0.00957062, -0.00047319, 0.23702, 0.971457
0.130062, -0.33517, 3.15819, 0.147124, 0.0200728, 0.00411611, 0.478482, 0.010238, -0.000378894, 0.236973, 0.971462
0.134998, -0.335141, 3.15814, 0.147091, 0.0254586, 0.00650095, 0.476245, 0.0131364, 0.000156022, 0.235898, 0.971689
0.139936, -0.335154, 3.15816, 0.147129, 0.018769, 0.00383675, 0.478388, 0.00957165, -0.000359666, 0.236926, 0.97148
0.144981, -0.335184, 3.15814, 0.147151, 0.0186365, 0.00341088, 0.478541, 0.00945681, -0.00055156, 0.236999, 0.971464
0.149921, -0.335238, 3.15812, 0.147062, 0.0277433, 0.00759993, 0.476013, 0.0143759, 0.000422147, 0.235793, 0.971697
0.154895, -0.335187, 3.15812, 0.147159, 0.0178594, 0.00334655, 0.478577, 0.00907173, -0.000490884, 0.237016, 0.971463
0.160001, -0.335144, 3.15809, 0.147061, 0.0256132, 0.00640308, 0.476479, 0.0132, 8.86859e-05, 0.236012, 0.971661
0.165034, -0.335166, 3.15816, 0.147133, 0.0238771, 0.0059036, 0.476753, 0.0122976, 4.92104e-05, 0.236142, 0.971641
0.169945, -0.335157, 3.15812, 0.147106, 0.0249717, 0.00672976, 0.476093, 0.0129268, 0.0003256, 0.235826, 0.971709
0.174978, -0.335147, 3.15803, 0.147063, 0.0244977, 0.0059788, 0.476668, 0.0126079, 1.30102e-05, 0.236101, 0.971647
0.180081, -0.335222, 3.15809, 0.147099, 0.0198155, 0.0039247, 0.478391, 0.0100904, -0.000440933, 0.236928, 0.971475
