t, x, y, z, angX, angY, angZ, qx, qy, qz, qw
0, 0.317116, 3.47488, 0.152777, 0.0120845, 0.00525423, 0.805297, 0.00658842, 4.92904e-05, 0.391862, 0.92
0.00477672, 0.317109, 3.47481, 0.152732, 0.0122536, 0.00538009, 0.805509, 0.00669088, 7.3344e-05, 0.39196, 0.919958
0.00988579, 0.317143, 3.47486, 0.152784, 0.0122927, 0.00526624, 0.805529, 0.00668654, 1.32497e-05, 0.391969, 0.919954
0.0148263, 0.317133, 3.47484, 0.152759, 0.0126515, 0.00545646, 0.805468, 0.00688884, 3.06444e-05, 0.391942, 0.919964
0.0197949, 0.317143, 3.47488, 0.152766, 0.0128222, 0.00565246, 0.805475, 0.00700578, 8.73249e-05, 0.391945, 0.919962
0.0248446, 0.317162, 3.47481, 0.152813, 0.0108009, 0.00457109, 0.805406, 0.0058641, -1.37696e-05, 0.391911, 0.919984
0.0299311, 0.317148, 3.4749, 0.152785, 0.0126746, 0.00561224, 0.805312, 0.00692998, 9.8317e-05, 0.39187, 0.919994
0.0348678, 0.31713, 3.47485, 0.152791, 0.0122086, 0.00532097, 0.805513, 0.00665857, 5.49678e-05, 0.391962, 0.919957
0.0398924, 0.317163, 3.47486, 0.152749, 0.0126948, 0.00527561, 0.805552, 0.00687332, -6.13184e-05, 0.39198, 0.919948
0.0449312, 0.317171, 3.47483, 0.152808, 0.0116771, 0.00490614, 0.805532, 0.00633278, -3.1739e-05, 0.39197, 0.919956
0.0498497, 0.317156, 3.47483, 0.152759, 0.0117681, 0.00492445, 0.805586, 0.00637827, -4.13414e-05, 0.391995, 0.919945
0.0547791, 0.317169, 3.47484, 0.152725, 0.011813, 0.00495357, 0.805457, 0.00640461, -3.63223e-05, 0.391936, 0.91997
0.0600626, 0.317144, 3.47489, 0.152771, 0.0125013, 0.00554179, 0.805265, 0.00683645, 0.000100033, 0.391848, 0.920004
0.0649261, 0.317145, 3.47483, 0.152752, 0.012244, 0.0054712, 0.805414, 0.0067043, 0.000117458, 0.391917, 0.919976
0.0698099, 0.317164, 3.4748, 0.152714, 0.011627, 0.0048277, 0.805517, 0.00629437, -5.79583e-05, 0.391963, 0.91996
0.0748682, 0.317128, 3.47485, 0.152729, 0.0131861, 0.00595889, 0.805552, 0.00723322, 0.000156679, 0.391982, 0.919945
0.0799322, 0.317194, 3.47486, 0.1528, 0.0117341, 0.00488446, 0.805547, 0.0063548, -5.29469e-05, 0.391976, 0.919953
0.0848303, 0.317178, 3.47486, 0.152798, 0.0117387, 0.0050296, 0.805475, 0.00638531, 1.31592e-05, 0.391944, 0.919967
0.0898852, 0.317113, 3.47486, 0.152755, 0.0131493, 0.00590305, 0.805417, 0.00720534, 0.000138696, 0.391919, 0.919971
0.0948579, 0.317155, 3.47484, 0.152769, 0.0121583, 0.00518606, 0.805512, 0.006609, 2.76602e-06, 0.391961, 0.919958
0.0998032, 0.317184, 3.47484, 0.152746, 0.0123316, 0.00513957, 0.80548, 0.00667962, -5.24774e-05, 0.391946, 0.919964
0.104822, 0.317142, 3.47483, 0.152726, 0.0124438, 0.00544396, 0.805472, 0.00679087, 6.55738e-05, 0.391944, 0.919964
0.109922, 0.317141, 3.47483, 0.152756, 0.0127086, 0.00551977, 0.805528, 0.00692754, 4.83548e-05, 0.39197, 0.919952
0.114832, 0.317177, 3.47482, 0.152757, 0.0117511, 0.00490173, 0.805582, 0.00636597, -4.8435e-05, 0.391993, 0.919946
0.119813, 0.317165, 3.47478, 0.152688, 0.0118119, 0.00481605, 0.80566, 0.00637714, -0.000100011, 0.392028, 0.919931
0.124905, 0.317163, 3.47482, 0.152745, 0.0118832, 0.00493249, 0.805567, 0.00643277, -6.01386e-05, 0.391986, 0.919949
0.129844, 0.317165, 3.47478, 0.15271, 0.0113285, 0.00468456, 0.805682, 0.00612902, -6.58057e-05, 0.392038, 0.919928
0.134821, 0.317154, 3.47483, 0.152779, 0.0117606, 0.00501006, 0.805459, 0.00639157, -7.6157e-08, 0.391937, 0.91997
0.139792, 0.317154, 3.47484, 0.152755, 0.0126939, 0.00533064, 0.805491, 0.00688371, -3.56273e-05, 0.391952, 0.91996
0.144928, 0.317133, 3.47483, 0.152759, 0.012263, 0.00531342, 0.805441, 0.00668212, 4.10727e-05, 0.391929, 0.919971
0.149823, 0.317154, 3.47485, 0.152775, 0.0126897, 0.0054918, 0.80559, 0.00691333, 3.90001e-05, 0.391998, 0.91994
0.15482, 0.317177, 3.47484, 0.15274, 0.011746, 0.00483413, 0.80543, 0.00635041, -7.80607e-05, 0.391923, 0.919976
0.159929, 0.317159, 3.47484, 0.152778, 0.0113314, 0.00465937, 0.805397, 0.00612545, -7.70994e-05, 0.391907, 0.919984
0.164799, 0.317144, 3.47485, 0.152767, 0.0123146, 0.0053476, 0.805533, 0.00671255, 4.6376e-05, 0.391971, 0.919953
0.169778, 0.317175, 3.47481, 0.15276, 0.0111625, 0.00449352, 0.805706, 0.00601522, -0.000121216, 0.392049, 0.919925
0.174836, 0.31714, 3.47481, 0.152722, 0.0119821, 0.00509094, 0.805561, 0.00650933, -6.62004e-06, 0.391984, 0.919949
0.179827, 0.317162, 3.47484, 0.152745, 0.0115205, 0.00460109, 0.805514, 0.006201, -0.000141323, 0.391961, 0.919961
0.184912, 0.317169, 3.47485, 0.152742, 0.0125284, 0.00515983, 0.805631, 0.00677409, -8.22314e-05, 0.392016, 0.919933
0.189804, 0.317132, 3.47479, 0.152708, 0.0124639, 0.00535472, 0.805419, 0.00678263, 2.07691e-05, 0.391919, 0.919975
